Timestep,Probs
1,"[0.1707920792079209, 0.18811881188118823, 0.19801980198019814, 0.23267326732673282, 0.21039603960396053]"
2,"[0.1713882242575789, 0.19405095974299888, 0.15155815678370577, 0.2612300861407675, 0.2217725730749495]"
3,"[0.20818541909830912, 0.22546089554242596, 0.07868060357225852, 0.2903674895413578, 0.19730559224564784]"
4,"[0.16447572627946894, 0.24164668811290654, 0.0765663043430582, 0.31805980676452394, 0.19925147450004235]"
5,"[0.3548022408714976, 0.43885729779373056, 0.14628580417604126, 0.03732938139028335, 0.022725275768447316]"
6,"[0.04293225868527841, 0.9328848762046572, 0.017152365454161163, 0.004383037873991777, 0.002647461781912019]"
7,"[1.739195352192195e-9, 0.996944153841123, 0.0010211277005695016, 0.0011626686721055237, 0.0008720480470015408]"
8,"[2.2113296204627634e-13, 0.957624178877195, 0.009795394301220143, 0.01941317559714911, 0.013167251224211316]"
9,"[4.6680562448287384e-14, 0.7011621081612592, 0.06218941662564257, 0.18019816032349045, 0.056450314889560725]"
10,"[0.022666429098406615, 0.2576073174202776, 0.6029665168782096, 0.09068924742640654, 0.026070489176698304]"
11,"[0.03759123136928864, 0.006347862579838298, 0.9425971686648358, 0.006773358056921222, 0.0066903793291170814]"
12,"[0.0019791693668979684, 0.0002846908225513504, 0.9970713008880504, 0.0003397085253572033, 0.00032513039714799437]"
13,"[0.0001054737026506882, 1.285693287989241e-5, 0.9998346883758596, 1.563420699503761e-5, 3.134678161545897e-5]"
