Timestep,Probs
1,"[0.2044887780548631, 0.174563591022444, 0.1945137157107234, 0.21945137157107264, 0.20698254364089802]"
2,"[0.22056216597025885, 0.16406881009051077, 0.1649360715649613, 0.20909156886981026, 0.24134138350445847]"
3,"[0.18358708623520395, 0.17803455491575465, 0.10250385380127087, 0.23399872958989312, 0.3018757754578782]"
4,"[0.19759594855645213, 0.1591830798356457, 0.09337626065360553, 0.2258091059260166, 0.32403560502827977]"
5,"[0.4128675704308696, 0.3334894892020289, 0.19126052681277458, 0.02492778779096127, 0.03745462576336641]"
6,"[0.05079804985958885, 0.9184901221873847, 0.021198492938754577, 0.0035362695846229406, 0.0059770654296495696]"
7,"[0.00015410834484135086, 0.9987702715902894, 0.0001584406645230921, 0.0003082220341218784, 0.0006089573662163643]"
8,"[0.00017949048842912373, 0.9765267388432619, 0.0033328117008614095, 0.006656561152672964, 0.013304397814777921]"
9,"[0.003423728532111683, 0.7911425880113111, 0.06496643462567253, 0.006847514927697988, 0.13361973390320675]"
10,"[0.10924557382008454, 0.2870619636580679, 0.5349751867938183, 0.00563770271749529, 0.06307957301053418]"
11,"[0.1749784183062873, 0.010576486831751261, 0.8081937629073165, 0.0006577447924853893, 0.005593587162161005]"
12,"[0.011183619192165865, 0.0007211553280094034, 0.9876726674719594, 1.8363645230636417e-5, 0.0004041943626386143]"
13,"[0.0005814341111957842, 4.003573820749243e-5, 0.9993560439669394, 1.1748889568699616e-6, 2.1311294697655882e-5]"
