Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.005091206203639931, 0.43929876267250356, 0.004594991873371999, 0.10785110507219395, 0.44316393417829064]"
3,"[0.000152520834576036, 0.0211198814342216, 0.001045636553526975, 0.009111628542303034, 0.9685703326353723]"
4,"[1.163151893862135e-6, 0.00033138459920671376, 1.175092096958035e-5, 0.00017600752311976173, 0.99947969380481]"
5,"[9.96461166881518e-7, 0.007576040388817042, 8.170444921697378e-6, 0.000860378622843886, 0.9915544140822505]"
6,"[6.856160249990731e-6, 0.007338399304023271, 6.257877405578632e-5, 0.0007287982981126395, 0.9918633674635583]"
7,"[0.00039300723192737744, 0.014061107440999216, 5.701086371106069e-5, 0.0023522566315982217, 0.9831366178317641]"
8,"[4.891119243434225e-6, 0.004178072833752389, 2.977953309309864e-5, 0.00027436036590112344, 0.9955128961480099]"
9,"[2.5136034626246786e-7, 0.004125849628025792, 1.6056906275724496e-6, 0.00013483458554362492, 0.9957374587354568]"
10,"[5.881236790604585e-8, 5.862682245783793e-5, 4.5560526200531895e-7, 9.592253311066297e-6, 0.9999312665066012]"
11,"[2.4299143256570797e-8, 1.8827475890286655e-5, 9.853396871685956e-8, 2.1555645726149785e-6, 0.999978894126425]"
12,"[1.4777413845524694e-8, 2.550211210882854e-7, 7.88530927597121e-8, 1.4914407752262307e-6, 0.9999981599075971]"
13,"[2.0285179888612684e-10, 1.8727437303581628e-9, 9.081408858764991e-10, 1.726603885655368e-8, 0.9999999797502248]"
14,"[3.5010415285553356e-12, 1.4454336199957731e-11, 3.5521316258866846e-11, 1.9794465308726725e-10, 0.9999999997485787]"
15,"[2.952577994962199e-14, 1.874447886994099e-13, 3.1087791754051527e-13, 4.351116608565136e-11, 0.999999999955961]"
