Timestep,Probs
1,"[0.333333333333333, 0.333333333333333, 0.333333333333333]"
2,"[0.17355371900826705, 0.41322314049586645, 0.41322314049586645]"
3,"[0.17355371900826444, 0.4132231404958672, 0.4132231404958672]"
4,"[7.161327151246578e-8, 1.7050778931539469e-7, 0.9999997578789388]"
5,"[2.3585454272773892e-30, 7.075636281832168e-30, 0.9999999999999973]"
6,"[7.682934682046583e-100, 1.13479825263635e-57, 0.9999999999999973]"
7,"[3.729925328484422e-203, 1.3354639848988954e-77, 0.9999999999999973]"
8,"[8.91545262840322e-265, 1.5716133249401518e-97, 0.9999999999999973]"
9,"[0.0, 1.9341246355311106e-130, 0.9999999999999973]"
10,"[0.0, 1.0112160054128923e-180, 0.9999999999999973]"
11,"[0.0, 1.6419196410389166e-220, 0.9999999999999984]"
12,"[0.0, 6.778518679709447e-257, 0.9999999999999981]"
13,"[0.0, 1.916018e-317, 0.9999999999999996]"
14,"[0.0, 0.0, 1.0000000000000022]"
15,"[0.0, 0.0, 0.9999999999999986]"
16,"[0.0, 0.0, 0.9999999999999997]"
17,"[0.0, 0.0, 1.0]"
18,"[0.0, 0.0, 0.9999999999999988]"
19,"[1.7163033363555516e-62, 4.824223316276188e-191, 1.0000000000000022]"
20,"[1.9347240124491106e-154, 0.0, 0.999999999999999]"
21,"[9.022570810839357e-249, 0.0, 0.999999999999999]"
22,"[0.0, 0.0, 0.9999999999999983]"
23,"[1.4950180735599752e-137, 2.620152935784094e-238, 0.9999999999999979]"
24,"[1.2182075114651103e-234, 0.0, 0.9999999999999988]"
25,"[1.8450102438749428e-300, 0.0, 1.0000000000000022]"
26,"[0.0, 0.0, 1.0000000000000022]"
27,"[0.0, 0.0, 1.0000000000000022]"
28,"[0.0, 0.0, 1.0000000000000022]"
29,"[0.0, 0.0, 1.0000000000000022]"
30,"[0.0, 0.0, 1.0000000000000022]"
31,"[0.0, 0.0, 1.0000000000000022]"
32,"[0.0, 0.0, 1.000000000000001]"
33,"[0.0, 0.0, 0.9999999999999986]"
34,"[0.0, 0.0, 1.000000000000003]"
35,"[0.0, 0.0, 1.000000000000003]"
36,"[0.0, 0.0, 1.000000000000003]"
37,"[0.0, 0.0, 1.0000000000000042]"
38,"[0.0, 0.0, 1.0000000000000042]"
39,"[0.0, 0.0, 1.0000000000000042]"
