Timestep,Probs
1,"[0.333333333333333, 0.333333333333333, 0.333333333333333]"
2,"[0.32886057142413666, 0.3355697142879313, 0.3355697142879313]"
3,"[0.3288590609095771, 0.33557046954521175, 0.33557046954521175]"
4,"[0.32885906040285484, 0.33557046979857297, 0.33557046979857297]"
5,"[0.33108108108108075, 0.33108108108108075, 0.33783783783783744]"
6,"[0.3310810810810812, 0.3310810810810812, 0.33783783783783794]"
7,"[0.3310810810810812, 0.3310810810810812, 0.33783783783783794]"
8,"[0.32876712328767166, 0.32876712328767166, 0.3424657534246579]"
9,"[0.32876712328767155, 0.32876712328767155, 0.3424657534246579]"
10,"[0.3237410069554402, 0.3237410077650457, 0.35251798527951417]"
11,"[0.32374100719424487, 0.32374100719424487, 0.3525179856115111]"
12,"[0.32374100719424487, 0.32374100719424487, 0.3525179856115111]"
13,"[0.3237410071942442, 0.3237410071942442, 0.35251798561151043]"
14,"[0.32374100719424515, 0.32374100719424515, 0.3525179856115114]"
15,"[0.3237410071942442, 0.3237410071942442, 0.35251798561151043]"
16,"[0.32374100719424515, 0.32374100719424515, 0.3525179856115114]"
17,"[0.037077808426873124, 0.49816432790910037, 0.46475786366402855]"
18,"[1.551957460118084e-8, 0.5517504294671964, 0.4482495550132292]"
19,"[8.283701426417309e-61, 0.6976299762468235, 0.30237002375317645]"
20,"[2.5055303304215465e-188, 0.6060946422568134, 0.3939053577431858]"
