Timestep,Probs
1,"[0.20400000000000015, 0.18800000000000014, 0.21400000000000016, 0.20800000000000016, 0.18600000000000014]"
2,"[0.21079684757324502, 0.1902314357044393, 0.19280204876682028, 0.21336762671322676, 0.19280204124226882]"
3,"[0.22885752693847086, 0.1687438653217754, 0.11470920593595749, 0.25888961287487233, 0.22879978892892322]"
4,"[0.24285696753273633, 0.14285731459841203, 0.12142888698369686, 0.26428551013437335, 0.22857132075078335]"
5,"[0.4998687980834231, 0.31239121697654565, 0.1718484988823548, 0.015779330074841183, 0.00011215598283340723]"
6,"[3.3960772036309074e-6, 0.9448829054773293, 1.1426434402698284e-6, 0.05511255579450161, 7.526726816238025e-12]"
7,"[6.527863240092843e-10, 0.999991108322123, 1.8402670867525754e-10, 8.890841068308218e-6, 1.6672086378210705e-19]"
8,"[3.5616576483495455e-9, 0.9999999941229735, 2.3156199717905217e-11, 1.9175389157275883e-9, 3.7466788248872143e-10]"
9,"[0.0, 0.9999999937534528, 5.110812607692212e-9, 5.678680675213495e-10, 5.678680675213656e-10]"
10,"[0.0, 0.9999999999996817, 3.2187495499683647e-13, 4.905882563585258e-17, 4.4152943072268366e-16]"
11,"[0.0, 0.9999999943438161, 5.141972889789894e-10, 5.141972889789967e-10, 4.6277756008109155e-9]"
12,"[0.0, 0.9999999989441273, 1.055686712956727e-9, 1.609033246390397e-13, 1.7878147182115606e-14]"
13,"[0.0, 0.9999998790364106, 9.897021273713326e-8, 1.0996690304126087e-8, 1.0996690304126087e-8]"
