Timestep,Probs
1,"[0.20800000000000016, 0.19600000000000015, 0.19000000000000014, 0.22000000000000017, 0.18600000000000014]"
2,"[0.24820152516423125, 0.23021575065121663, 0.04316562744490799, 0.2949638937906499, 0.18345320294899503]"
3,"[0.27586395171895745, 0.2528960312450166, 0.057450015797628665, 0.2758711410213856, 0.1379188602170111]"
4,"[0.24641245829905842, 0.3094594084789795, 0.04297895962538981, 0.2807961543811674, 0.12035301921540476]"
5,"[0.38462342366421126, 0.49945091308316164, 0.0338224049211086, 0.07501078368221466, 0.007092474649303446]"
6,"[0.38157862379064367, 0.4605259691906961, 0.026316030717349375, 0.13157910119130412, 2.751100061980936e-7]"
7,"[0.5902774281604678, 0.18275724430816478, 0.00012444232724291956, 0.22683037870229644, 1.0506501829243874e-5]"
8,"[0.6960776929609105, 0.2352949952710255, 1.877064230221726e-12, 0.06862731176587546, 3.124641119677509e-13]"
9,"[0.728456589251998, 0.2713769272286062, 9.317127195423986e-11, 0.00016648316298838067, 2.632396467666027e-10]"
10,"[0.6885245488532753, 0.31147529691057624, 2.215093744959659e-18, 1.542361521712981e-7, 2.218856418380543e-18]"
11,"[0.6652146473279696, 0.33478535265969456, 6.817993789582189e-28, 1.233207545632089e-11, 6.138181654621777e-27]"
12,"[0.978871452278078, 0.021128547721918592, 4.771704229088156e-41, 4.3664016149597585e-18, 2.81729960724535e-36]"
13,"[0.9928035859044968, 0.007196414095500515, 4.281810115334456e-54, 6.575079004013594e-23, 1.0177617710011555e-46]"
