Timestep,Probs
1,"[0.1686046511627909, 0.174418604651163, 0.174418604651163, 0.2529069767441864, 0.22965116279069797]"
2,"[0.1793325472140012, 0.1881369757282477, 0.1552365681695319, 0.2432808663912758, 0.23401304249694338]"
3,"[0.052061988487514824, 0.07788394532282687, 0.06419297915360801, 0.7095649794225373, 0.09629610761351401]"
4,"[0.041900765914867806, 0.07220312759227081, 0.031051042322472616, 0.7579461878481415, 0.09689887632224707]"
5,"[0.006156362616061334, 0.021374131436338734, 0.0329171107888406, 0.8359830723458906, 0.10356932281286971]"
6,"[0.0006130568253129132, 0.003145481441390077, 0.013433411598703114, 0.8754595445163313, 0.10734850561826194]"
7,"[9.954748644164812e-6, 1.3654424867105847e-8, 0.0012018335751473722, 0.8830286320492556, 0.1157595659725279]"
8,"[9.775120601841504e-9, 2.0465337615972054e-15, 0.0001924032563322084, 0.8750653082687309, 0.12474227869981164]"
9,"[2.0440367742501472e-11, 6.513601753511072e-22, 1.2071488417287437e-5, 0.8969800865716008, 0.10300784191953814]"
10,"[1.9518551032228602e-13, 2.2022701528751896e-34, 7.56303913642445e-5, 0.5037879380534614, 0.4961364315549779]"
11,"[1.6840531844858512e-13, 1.848351056142996e-14, 2.059357753453021e-15, 0.09675645223738266, 0.9032435477624258]"
12,"[1.1010354461327546e-26, 9.909319015195223e-27, 2.2789716840553073e-32, 0.011155364105139749, 0.9888446358948632]"
13,"[6.568097047153203e-41, 5.3128707196899715e-39, 1.1382161817833693e-45, 0.0012325733211214958, 0.9987674266788776]"
