Timestep,Probs
1,"[0.1913746630727762, 0.21024258760107803, 0.21832884097035024, 0.183288409703504, 0.196765498652291]"
2,"[0.08568572032889135, 0.18548378222237694, 0.11391200902971639, 0.3588703640812181, 0.25604812433779817]"
3,"[0.0938094866072574, 0.18401899859266255, 0.18199904594161437, 0.23963074054408404, 0.30054172831438225]"
4,"[0.10050619268516839, 0.22599694236330092, 0.14850136358479776, 0.21599843605329297, 0.3089970653134408]"
5,"[0.17374383646988947, 0.18772044849385022, 0.1836378122686308, 0.09015615966741235, 0.36474174310021695]"
6,"[0.07314537453362295, 0.26907886055816554, 0.13614180109028504, 0.09609952863097478, 0.42553443518695355]"
7,"[0.06418694318009181, 0.22297285799463604, 0.29573505408098344, 0.11765716044430417, 0.29944798429998515]"
8,"[0.03700065407863213, 0.29896597714366746, 0.20671370540841988, 0.1341865807533235, 0.32313308261595763]"
9,"[0.03405295003825383, 0.34508759342653295, 0.07821203126810751, 0.1875282888017721, 0.3551191364653333]"
10,"[0.03399049716826791, 0.35823206557721876, 0.05635535655255834, 0.18703693806364688, 0.36438514263830823]"
11,"[0.05981429053246226, 0.2150704669922535, 0.00959092782872695, 0.49512258799916453, 0.22040172664739183]"
12,"[0.07392904686409187, 0.10460378641679054, 1.1479918238026534e-5, 0.7363871486924486, 0.08506853810843139]"
13,"[0.05906632692619862, 0.0941530393364446, 3.234496708071792e-11, 0.63124575728218, 0.21553487642282973]"
14,"[0.04332908131952279, 0.2713731591139046, 2.4404757579478463e-9, 0.3512150705031412, 0.3340826866229581]"
15,"[0.1485073301012463, 0.1740012975635727, 1.8965754022755756e-12, 0.17894919032355508, 0.49854218200972905]"
16,"[0.18850022087924004, 0.11397663621320332, 0.0004871618118343394, 0.16222263460546335, 0.5348133464902591]"
17,"[0.48883180406858484, 0.2405051192896186, 0.00028728624523871935, 0.06954190735683663, 0.20083388303972075]"
18,"[0.1896823642697717, 0.711175455700449, 0.001926136220064652, 0.019249398412767165, 0.07796664539694673]"
19,"[0.037447316564910425, 0.9382929977120739, 0.0004288202414764749, 0.005361084420047889, 0.018469781061491435]"
