Timestep,Probs
1,"[0.16187050359712243, 0.19424460431654694, 0.2374100719424463, 0.19064748201438866, 0.21582733812949662]"
2,"[0.23621970725249708, 0.18307123458619043, 0.19291369772509778, 0.20275535438389317, 0.18504000605232135]"
3,"[0.40106302853889303, 0.3091068955762576, 0.06113858129259668, 0.11060025305709684, 0.11809124153515577]"
4,"[0.4745502257713353, 0.3907186676437396, 0.04940132313192032, 0.04191634205275255, 0.04341344140025134]"
5,"[0.6191180090357876, 0.3378309049617519, 0.008306283491240381, 0.01919504692448481, 0.015549755586734583]"
6,"[0.6127160376189448, 0.3849710479074894, 0.0011568463621019682, 0.0011560660569814758, 2.0544838532842157e-9]"
7,"[0.5027938283997174, 0.4971964135092735, 9.763444921901292e-7, 8.781746514308567e-6, 1.1349137318668834e-15]"
8,"[0.41993892484718354, 0.5800610739356045, 2.202593499398167e-10, 1.1445850998055474e-11, 9.855051508966546e-10]"
9,"[0.43451587719268947, 0.5654841228073082, 3.864220113140528e-17, 8.187434049197135e-23, 3.467762254583911e-16]"
10,"[0.42355519735040126, 0.5764448026495991, 1.1885444879686746e-23, 3.069353448782879e-32, 2.0128067393409256e-28]"
11,"[0.7328867265827689, 0.26711325893923776, 1.4449598009634822e-8, 2.5752339667862768e-11, 2.6459519838770818e-12]"
12,"[0.9230657734049497, 0.07693422659505086, 9.7101981708974e-18, 1.0805549129834897e-19, 1.8296197947365205e-23]"
13,"[0.9999999925608057, 7.416476253291016e-9, 2.2574675948788347e-11, 1.428205249855897e-13, 3.1346495858011315e-15]"
