Timestep,Probs
1,"[0.19521912350597603, 0.18326693227091628, 0.23904382470119512, 0.15936254980079678, 0.22310756972111545]"
2,"[0.24411043214594944, 0.2193339238319417, 0.11494732916736773, 0.21973977607204925, 0.20186853878269206]"
3,"[0.17750691595648568, 0.24747600715208554, 0.2756959465032985, 0.20921368744749122, 0.09010744294064027]"
4,"[0.14839311523450838, 0.37177001015519345, 0.16981825397316924, 0.2246374847704708, 0.08538113586665802]"
5,"[0.11044640505912165, 0.6793396989979825, 0.1579838100444618, 0.03907148674267878, 0.013158599155754925]"
6,"[0.11715140313487225, 0.7130301593111514, 0.12221464297225715, 0.03342325291505952, 0.014180541666660015]"
7,"[0.23306256831161534, 0.7028038551895391, 0.05341143497197138, 0.007579107041046863, 0.0031430344858266795]"
8,"[0.2874764731426485, 0.6475743211014602, 0.05261707629842774, 0.006029042236717046, 0.006303087220746761]"
9,"[0.25580896147379045, 0.7318074042388311, 0.011352726854992177, 0.0005039991891668276, 0.0005269082432190679]"
10,"[0.0815814190271249, 0.9068701655514413, 0.011512000373694237, 3.3105498096130927e-6, 3.310449793351039e-5]"
11,"[0.08902614878626534, 0.9101054575102455, 0.0008657834204080161, 2.3729845988648714e-7, 2.3729846219165066e-6]"
12,"[0.5978697523474154, 0.3636709824907651, 0.0017481487340144431, 0.034962898076455855, 0.0017482183513476948]"
13,"[0.8902686646699, 0.05782184856674894, 0.00033706605475368625, 0.051235341232691294, 0.0003370794759083757]"
