Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.2100719040433285, 0.19699141583863478, 0.19504331830226393, 0.193874932748456, 0.2040184290673169]"
3,"[0.16948181656635858, 0.20179773753022512, 0.19834158447213526, 0.2626562220154282, 0.16772263941585291]"
4,"[0.20457037865256872, 0.2368299212526159, 0.13941886511085932, 0.2546920744331197, 0.1644887605508363]"
5,"[0.13891165182005927, 0.16388363674348647, 0.14693656730667828, 0.3431230202244945, 0.2071451239052815]"
6,"[0.06642177076842574, 0.0737131267187234, 0.13609778906188336, 0.4979939252244808, 0.2257733882264867]"
7,"[0.014919673519069636, 0.017389760724356097, 0.036994232271387206, 0.7664614631050037, 0.1642348703801833]"
8,"[0.004358609885505596, 0.007368110772602938, 0.012546869933672693, 0.8723893650768905, 0.10333704433132837]"
9,"[0.0006043387967261639, 0.0008521498396052556, 0.001387639394990785, 0.8999954003906657, 0.0971604715780121]"
10,"[0.0011272113220703378, 0.001389075039281907, 0.0020176613506895282, 0.5938550392677302, 0.40161101302022806]"
11,"[0.0014395577105101806, 0.000770578301335415, 0.0013751260062924541, 0.1861417198539717, 0.8102730181278903]"
12,"[0.0003811220989196416, 0.00024958158700490255, 0.0003024722067444683, 0.03359323945005785, 0.9654735846572732]"
13,"[5.652566206296827e-5, 3.966330132664999e-5, 4.673631847878492e-5, 0.007559939316730879, 0.9922971354014007]"
