Timestep,Probs
1,"[0.19600000000000015, 0.19600000000000015, 0.19400000000000014, 0.19400000000000014, 0.22000000000000017]"
2,"[0.2851985458099364, 0.2815884417901542, 0.2851985463969906, 0.11552348168643765, 0.03249098431648124]"
3,"[0.00020368878632959908, 0.878933624979797, 0.03631715995473174, 0.07240310561184361, 0.012142420667297385]"
4,"[0.0, 0.3333084910166809, 0.33330757606096584, 0.3333076612331481, 7.62716892059012e-5]"
5,"[0.0, 0.0013679989082604432, 0.9972640107638578, 0.001367989040828331, 1.2870563626332129e-9]"
6,"[0.0, 0.47368421023708696, 0.05263157891515835, 0.47368421023642754, 6.113308713474085e-10]"
7,"[0.0, 0.47368421049417403, 0.05263157894378921, 0.4736842104941086, 6.792565240888558e-11]"
8,"[0.0, 0.4106117812914918, 0.07331631506036086, 0.5160719036481455, 2.486254085968309e-16]"
9,"[0.0, 0.9481972253638783, 0.0, 0.051789986985012734, 1.2787651107410915e-5]"
10,"[0.0, 0.999994191944616, 0.0, 0.0, 5.808055385616306e-6]"
11,"[0.0, 0.9999999999998701, 0.0, 0.0, 1.3494842244336572e-13]"
