Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.2, 0.2, 0.2, 0.2, 0.2]"
3,"[0.4652545126549837, 0.4652545126549837, 0.023163658230010892, 0.023163658230010892, 0.023163658230010892]"
4,"[0.32262496584551315, 0.32262496584551315, 0.32262496584551315, 0.01606255123173033, 0.01606255123173033]"
5,"[0.3226249658455131, 0.3226249658455131, 0.3226249658455131, 0.01606255123173033, 0.01606255123173033]"
6,"[0.32262496584551315, 0.32262496584551315, 0.32262496584551315, 0.016062551231730334, 0.016062551231730334]"
7,"[0.3226249658455131, 0.3226249658455131, 0.3226249658455131, 0.01606255123173033, 0.01606255123173033]"
8,"[0.32262496584551315, 0.32262496584551315, 0.32262496584551315, 0.01606255123173033, 0.01606255123173033]"
9,"[0.3226249658455131, 0.3226249658455131, 0.3226249658455131, 0.016062551231730327, 0.016062551231730327]"
10,"[0.32262496584551315, 0.32262496584551315, 0.32262496584551315, 0.01606255123173033, 0.01606255123173033]"
11,"[0.3226249658455131, 0.3226249658455131, 0.3226249658455131, 0.01606255123173033, 0.01606255123173033]"
12,"[0.32262496584551315, 0.32262496584551315, 0.32262496584551315, 0.016062551231730334, 0.016062551231730334]"
13,"[0.3226249658455131, 0.3226249658455131, 0.3226249658455131, 0.01606255123173033, 0.01606255123173033]"
14,"[0.32262496584551315, 0.32262496584551315, 0.32262496584551315, 0.01606255123173033, 0.01606255123173033]"
15,"[0.4652545126549837, 0.4652545126549837, 0.023163658230010892, 0.023163658230010892, 0.023163658230010892]"
16,"[0.49814782250101114, 0.49814782250101114, 0.001234784999325988, 0.001234784999325988, 0.001234784999325988]"
17,"[0.499907459777491, 0.499907459777491, 6.16934816726098e-5, 6.16934816726098e-5, 6.16934816726098e-5]"
18,"[0.4999953918832049, 0.4999953918832049, 3.0720778634159673e-6, 3.0720778634159673e-6, 3.0720778634159673e-6]"
19,"[0.4999997705733648, 0.4999997705733648, 1.5295109006877282e-7, 1.5295109006877282e-7, 1.5295109006877282e-7]"
20,"[0.047425871113448044, 0.9525740853635001, 1.4507684025424265e-8, 1.4507684025424265e-8, 1.4507684025424265e-8]"
21,"[0.002472623151024037, 0.9975273745798323, 7.563811596247895e-10, 7.563811596247895e-10, 7.563811596247895e-10]"
