Timestep,Probs
1,"[0.22538860103626968, 0.18134715025906745, 0.18911917098445608, 0.20725388601036288, 0.1968911917098447]"
2,"[0.11827954122114408, 0.05707252773510388, 0.05293689198848436, 0.38626902235139593, 0.3854420167038716]"
3,"[0.15611584196933886, 0.10182532942570291, 0.10754256802720824, 0.3703792614136537, 0.2641369991640968]"
4,"[0.17737506007818188, 0.14311720992490917, 0.15291000995798085, 0.34556017930773436, 0.18103754073119388]"
5,"[0.3667457659351352, 0.03604290716261803, 0.223643201706656, 0.3298675551436494, 0.043700570051940765]"
6,"[0.07005449958638688, 0.030751281521877838, 0.3610436812414156, 0.4817720613363975, 0.056378476313923634]"
7,"[0.02079922602713277, 0.010873716168447766, 0.8032943736307011, 0.15367217914617978, 0.011360505027539637]"
8,"[0.014527554142939617, 0.018026607182378578, 0.7706428969036221, 0.1697569643434589, 0.027045977427602286]"
9,"[0.004400238133924162, 0.03959912911370893, 0.39988192057812033, 0.5164894095260733, 0.039629302648173555]"
10,"[0.003227007665967889, 0.048405067559860085, 0.40373100343931523, 0.49945965953860466, 0.04517726179625113]"
11,"[0.002741960968258009, 0.3208771277469518, 0.38553705100535257, 0.2791162408796913, 0.01172761939974657]"
12,"[0.012470918849109024, 0.4072030833706806, 0.3785736695529645, 0.2008288037108851, 0.0009235245163594341]"
13,"[0.010560320069058082, 0.28927926329277326, 0.4519908846769687, 0.24816148967797103, 8.042283227221382e-6]"
14,"[0.042821807296111326, 0.4980138574597393, 0.40364937068085405, 0.055514963965383135, 5.979110382436887e-10]"
15,"[0.045623538732481796, 0.3947871022855089, 0.5124149853777383, 0.04717437360426484, 6.098117781654648e-15]"
16,"[0.07725931769426146, 0.07234794318586177, 0.8497786049379812, 2.8363248040225548e-9, 0.000614131345573888]"
17,"[0.05706479362269648, 0.00956943972189556, 0.9332483599879123, 8.326174529689162e-16, 0.0001174066674952532]"
18,"[0.008096106788171778, 9.531589912659081e-11, 0.9915188412638779, 1.612329889504284e-11, 0.0003850518365052221]"
19,"[0.0009213968716496343, 6.695070604467464e-20, 0.9990172558363645, 2.9965137898089655e-19, 6.134729198323595e-5]"
