Timestep,Probs
1,"[0.16431924882629131, 0.1713615023474181, 0.22300469483568114, 0.2042253521126764, 0.2370892018779347]"
2,"[0.1767564497998998, 0.221622730343357, 0.07513546925711799, 0.28810737128567965, 0.23837797931394628]"
3,"[0.16662426514476658, 0.23092650550046015, 0.13300154423726443, 0.30755452005607836, 0.16189316506143173]"
4,"[0.1622527049812059, 0.27827182074922235, 0.12835424319589997, 0.30431173215335805, 0.12680949892031404]"
5,"[0.23105896155624334, 0.6145373852597501, 0.07096796116167925, 0.05799284243216211, 0.025442849590164938]"
6,"[0.3458442070601735, 0.5658642647810321, 0.07719602627898044, 0.0009442910790819851, 0.010151210800735999]"
7,"[0.3058272450670261, 0.5471655415394464, 0.14469092959931007, 0.00014254054088459322, 0.0021737432533323864]"
8,"[0.3321389235159374, 0.534395746007005, 0.12827001493063103, 0.0007165871687896878, 0.004478728377636474]"
9,"[0.3558010163397445, 0.6306058112207323, 0.013220444050260053, 2.83482439944666e-5, 0.0003443801452696224]"
10,"[0.31127953052879265, 0.6860842302661285, 0.0025930379694921015, 1.9636781666316804e-5, 2.35644539208116e-5]"
11,"[0.32864819019837627, 0.6711661048121706, 0.00018302186081645003, 1.276878154362452e-6, 1.4062504828817892e-6]"
12,"[0.8973579123446157, 0.10157573979255442, 0.0007102115859248781, 0.0003561334362491461, 2.8406570582220945e-9]"
13,"[0.987969237901843, 0.011984760653976852, 4.599404212596056e-5, 7.402055818367067e-9, 4.9841683669608524e-18]"
