Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.2316085364611455, 0.205783136125898, 0.1439009744691182, 0.20929612913084544, 0.20941122381299287]"
3,"[0.3565471338557482, 0.2955401122269271, 0.11393731527860945, 0.1112776490870383, 0.12269778955167704]"
4,"[0.34859908467287926, 0.3346544094375438, 0.13001386516363708, 0.0806564617164788, 0.10607617900946098]"
5,"[0.42874988815316345, 0.4767364432374511, 0.03719951510698822, 0.025577481305953755, 0.03173667219644333]"
6,"[0.4412617322505373, 0.5197979633449282, 0.01718322250110577, 0.008209302467704956, 0.013547779435723804]"
7,"[0.19386151185372458, 0.7601723719828467, 0.026799020850436076, 0.00932357744837898, 0.00984351786461367]"
8,"[0.14536176083146923, 0.8404723465225475, 0.00810706008326186, 0.0025656918013832724, 0.0034931407613380794]"
9,"[0.14610921468362623, 0.851730149295563, 0.00122479336642604, 0.00037922600816861106, 0.0005566166462162377]"
10,"[0.14641731789755114, 0.8531147013750331, 0.00022840902623287612, 8.735485031558429e-5, 0.00015221685086741745]"
11,"[0.5242668553435234, 0.47484443649507796, 0.00030435752171246495, 0.00019140441671432263, 0.00039294622297181]"
12,"[0.8789408251534517, 0.1207228399656077, 0.00011387733677011377, 5.363732118031162e-5, 0.00016882022299021727]"
13,"[0.97647768615524, 0.02346729889879532, 1.8617977118781443e-5, 8.588089564968267e-6, 2.7808879280916945e-5]"
