Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.2011753106068951, 0.25249733276164654, 0.20862005844443987, 0.16342224324763138, 0.1742850549393869]"
3,"[0.3068139586513088, 0.37047522439560043, 0.1402875816968018, 0.09148074636581727, 0.09094248889047175]"
4,"[0.33001328181506234, 0.3604949823927578, 0.15017615210946936, 0.07717290020983218, 0.0821426834728784]"
5,"[0.4177299031530977, 0.4905076668882525, 0.04045069241078464, 0.022199572299715167, 0.02911216524815009]"
6,"[0.4096119192005511, 0.5542339652799899, 0.015606700943510705, 0.00652083675098141, 0.014026577824966796]"
7,"[0.1746272960543268, 0.7926906585696435, 0.016984859015804654, 0.006864239216756588, 0.008832947143468401]"
8,"[0.13095889857162185, 0.8597463363743031, 0.005010250324406559, 0.0020329563212083753, 0.002251558408460263]"
9,"[0.13125416098888204, 0.8673540121907812, 0.0007502432164970807, 0.0003049153391488545, 0.00033666826469088145]"
10,"[0.13143828878527783, 0.868214324438592, 0.0001699754929773021, 6.715516247027412e-5, 0.00011025612068260579]"
11,"[0.4929743827478365, 0.5061695889404902, 0.00038225817513820343, 0.00014075245301542415, 0.00033301768351969073]"
12,"[0.8648573244267252, 0.13467614097866015, 0.00019952021142192276, 6.699534163018976e-5, 0.00020001904156260252]"
13,"[0.9733806927976073, 0.026538889030349972, 3.403196400329738e-5, 1.1331176394734015e-5, 3.505503164455759e-5]"
