Timestep,Probs
1,"[0.20600000000000016, 0.16600000000000012, 0.19000000000000014, 0.2460000000000002, 0.19200000000000014]"
2,"[0.043062325515664246, 0.17703347334921482, 0.06698558069698274, 0.4784688573049121, 0.23444976313322502]"
3,"[0.06617462997747252, 0.32991192077144615, 0.19758379877114124, 0.13997901765858253, 0.2663506328213576]"
4,"[0.12499932896967679, 0.49999729846608104, 0.24999866946383176, 0.12500466825474424, 3.484566648007532e-8]"
5,"[0.17871919273639533, 0.40789903783245884, 0.357438385477636, 0.05594338394951453, 3.996592132758629e-12]"
6,"[0.02649278820695862, 0.4834424209045727, 0.42383974290641546, 0.06622504798205536, 1.0810604142866277e-19]"
7,"[4.0605360515168616e-5, 0.4401663520302569, 0.5463732335575844, 0.013419809051643437, 3.0088526878583438e-24]"
8,"[1.1418629928794759e-10, 0.7941080063337036, 0.2058917102212198, 2.8333088810678685e-7, 0.0]"
9,"[3.396276557128352e-19, 0.8586548729750239, 0.1413451270195629, 5.413533746473434e-12, 0.0]"
10,"[7.646595744666604e-26, 0.9268290277191349, 0.07317097228085831, 2.13305286634904e-15, 0.0]"
11,"[2.845206259556221e-31, 0.23942823216089273, 0.7605717678391086, 3.2583182272537564e-17, 0.0]"
12,"[4.233735826753361e-6, 4.309888484839607e-6, 0.9999914557295002, 6.461843937447912e-10, 0.0]"
13,"[6.452933927589737e-10, 4.719027335316486e-7, 0.999999527451094, 8.851777873412918e-13, 0.0]"
14,"[5.0591585346261137e-17, 4.3019743622745406e-10, 0.99999999956979, 4.09791841069659e-15, 0.0]"
15,"[6.925842881024761e-7, 2.8096717342280313e-5, 0.9999680555364884, 3.1551618777375535e-6, 0.0]"
16,"[1.7399044823064843e-14, 5.707778266304848e-11, 0.9999999999365564, 6.341953163246951e-12, 0.0]"
17,"[2.3984857869577474e-17, 9.713867888496246e-16, 1.0000000000000038, 1.6450519843269276e-20, 0.0]"
18,"[4.1332980760819887e-22, 1.6739857208250677e-20, 0.999999999999995, 4.800944160279091e-30, 0.0]"
19,"[6.347599094553051e-26, 2.8564195925500787e-25, 0.9999999999999938, 1.1237491612319828e-37, 0.0]"
