Timestep,Probs
1,"[0.20600000000000016, 0.19200000000000014, 0.20600000000000016, 0.18800000000000014, 0.20800000000000016]"
2,"[0.2510121061368434, 0.2510120339998737, 0.06882606206016072, 0.22267198679131164, 0.2064778110118092]"
3,"[0.24065389316042063, 0.32898646942782983, 0.08853476762871416, 0.21522207560581422, 0.126602794177221]"
4,"[0.27033718943432433, 0.3333319878520865, 0.07874258925423563, 0.18898082334671196, 0.12860741011264112]"
5,"[0.36599323077175017, 0.5865368614068887, 0.0059808526065407335, 0.041106635302112726, 0.0003824199127071247]"
6,"[0.5675670406700203, 0.41891868710561625, 3.333948002022435e-7, 0.013513760818349783, 1.7801121272877025e-7]"
7,"[0.6815579003088609, 0.27307790605523935, 4.172518225764823e-11, 0.0453641651124132, 2.8481762261637238e-8]"
8,"[0.6759260365524603, 0.3240739621565957, 7.015163690765385e-20, 1.2908792910374995e-9, 6.556853336796273e-14]"
9,"[0.6526613465585356, 0.34733865172213474, 1.0248737701954006e-12, 8.487900823748218e-13, 1.7174584144348626e-9]"
10,"[0.6343490477037526, 0.36565095229624206, 1.8917206433242436e-20, 2.5327865021979408e-23, 1.225878520853418e-16]"
11,"[0.6430628243223027, 0.35693717567769623, 7.6635993572402455e-31, 1.7182272554913964e-33, 8.222550391719217e-27]"
12,"[0.9999988464104326, 1.1535895689577422e-6, 3.7822098570603187e-41, 5.2458012893075307e-45, 2.249880258460576e-36]"
13,"[0.9999999998209579, 1.790388460602173e-10, 2.896342721990111e-53, 2.0913736233466187e-57, 6.424241533155582e-46]"
