Timestep,Probs
1,"[0.19999999999999976, 0.21333333333333307, 0.17666666666666647, 0.16333333333333316, 0.24666666666666634]"
2,"[0.2568305728185959, 0.26775953350451565, 0.021857930130906995, 0.21857930422875907, 0.23497265931722291]"
3,"[0.20966961216085123, 0.30235910553785456, 0.06957541753326821, 0.2786408555996956, 0.13975500916833114]"
4,"[0.2217801522960732, 0.2943524059454652, 0.08064129433693855, 0.2983746326959147, 0.10485151472560883]"
5,"[0.15234529513728567, 0.11638135988179911, 0.09416950912796895, 0.49227498189906677, 0.14482885395387857]"
6,"[0.09756104907610641, 0.08536606522910475, 0.012195160149716402, 0.6463411230707077, 0.15853660247436438]"
7,"[0.10604920081380263, 0.015255771502275535, 2.309031759781504e-6, 0.6817484908612552, 0.19694422779090714]"
8,"[0.11650484810234714, 4.298094231816178e-9, 9.138699685009739e-9, 0.6262136017543223, 0.25728153670653536]"
9,"[0.00562445797228994, 2.542772777123266e-13, 2.683105251783388e-17, 0.7015896671654321, 0.29278587486202257]"
10,"[1.6475712812350833e-9, 2.099133073616386e-19, 1.3541190231244482e-28, 0.9999999111005976, 8.725182988763732e-8]"
11,"[3.46925789494578e-16, 3.581883101275908e-24, 6.048079122086018e-42, 0.9999999999998771, 1.2107632330653248e-13]"
