Timestep,Probs
1,"[0.19672131147541, 0.20140515222482452, 0.18266978922716642, 0.20140515222482452, 0.21779859484777536]"
2,"[0.045470622594177404, 0.247091680635952, 0.029609089443708103, 0.4462464495617555, 0.23158215776440635]"
3,"[0.03439918368476762, 0.2909201149684214, 0.030543430848577958, 0.21225175517537212, 0.4318855153228605]"
4,"[0.057452398137683866, 0.16696602346648648, 0.04201181608237356, 0.1974859202011821, 0.5360838421122762]"
5,"[0.04693980012492716, 0.11590868409069299, 0.023495492419591167, 0.34513951124569126, 0.4685165121190973]"
6,"[0.07776866803090442, 0.15656054794490193, 0.0016287233274741685, 0.1213353396917988, 0.642706721004922]"
7,"[0.02457666595859914, 0.2397905388795309, 0.003451107881260575, 0.08304162732391496, 0.6491400599566945]"
8,"[0.03854342908166195, 0.4232063940230928, 1.6096451503609053e-8, 0.014453591574639857, 0.5237965692241543]"
9,"[0.044156322326805206, 0.5069476392704201, 2.926956456572047e-11, 0.0034801116983137433, 0.4454159266751922]"
10,"[0.04893101489892556, 0.48196090964812516, 7.937731667251824e-18, 0.003050871700818148, 0.4660572037521307]"
11,"[0.18252429856900793, 0.4217874598825777, 4.9467740243121054e-23, 0.010272712372800247, 0.38541552917561545]"
12,"[0.18527034598718448, 0.29094303785323533, 1.6213212193236623e-5, 0.0019122438977860615, 0.5218581590496005]"
13,"[0.7189688241732822, 0.06703402340908209, 2.865088739800259e-9, 4.235790667091784e-6, 0.21399291376188015]"
14,"[0.893462224227069, 0.013873420273731183, 2.2971308878147858e-11, 3.2205113928191344e-9, 0.09266435225571483]"
15,"[0.9929788383261066, 0.0011382194794410934, 3.6061419680060734e-18, 4.283857292835029e-15, 0.005882942194446678]"
16,"[0.9993205340960122, 7.073825495070008e-5, 7.29222287769292e-24, 5.316130399879161e-22, 0.0006087276490353892]"
17,"[0.9999569752081687, 4.801817600064714e-6, 1.2885489349685987e-26, 2.1585176530395823e-31, 3.822297422999442e-5]"
18,"[0.9925587351972212, 2.4499700222786256e-10, 0.00496084302937111, 2.0600793958247966e-14, 0.002480421528387143]"
19,"[0.9911668597507871, 1.2747133682252639e-16, 0.005888760166140836, 1.1994704257354304e-22, 0.002944380083070418]"
