Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.20652268444836358, 0.20622870135794164, 0.17743848474063162, 0.20694095099545237, 0.20286917845761074]"
3,"[0.21604037575232804, 0.21713108950949672, 0.1661493265238523, 0.2204888979862663, 0.1801903102280566]"
4,"[0.21423604039564542, 0.21975364824649682, 0.168172086228078, 0.22088082446275797, 0.1769574006670218]"
5,"[0.34566615514629834, 0.35422762035220734, 0.27230854307776114, 0.015534200772585582, 0.012263480651147598]"
6,"[0.06872125293215986, 0.8900209725585153, 0.035860176929015906, 0.002987434664010033, 0.002410162916299017]"
7,"[0.0020144677271639114, 0.996320411078554, 0.0014865999684316516, 9.710178967960275e-5, 8.14194361707157e-5]"
8,"[0.019968502264600032, 0.9681850774980367, 0.009977089137466187, 0.0011247113714813735, 0.000744619728415669]"
9,"[0.11249478222462453, 0.7662228357343268, 0.1100449367718827, 0.006400930083668068, 0.00483651518549781]"
10,"[0.39602575592877143, 0.20847664325472925, 0.39378546654692065, 0.001012512777666775, 0.0006996214919118874]"
11,"[0.49798089763571424, 0.007203824314089073, 0.4947232309236627, 5.8300377960778995e-5, 3.37467485732492e-5]"
12,"[0.27126954648052665, 0.0006370659713668184, 0.7280800784706308, 8.795466124468428e-6, 4.5136113514287415e-6]"
13,"[0.03327915864293856, 3.5809175222266915e-5, 0.9666843499745544, 4.620127590369141e-7, 2.2019452556326001e-7]"
