Timestep,Probs
1,"[0.20800000000000016, 0.21400000000000016, 0.19400000000000014, 0.18400000000000014, 0.20000000000000015]"
2,"[0.21582721715408293, 0.2769782573292984, 0.07194260345632542, 0.2446042409214984, 0.19064768113879227]"
3,"[0.22920755505152884, 0.3332704484051532, 0.09366785994240151, 0.23956929651165407, 0.10428484008926431]"
4,"[0.22580597714406292, 0.3399524884545626, 0.062034511041382745, 0.248138017360177, 0.1240690059998149]"
5,"[0.26360800930325806, 0.6493359970633821, 0.018542908908421165, 0.037520803749491356, 0.0309922809754476]"
6,"[0.35897438374409135, 0.49999967802586925, 0.01282083668938416, 0.06410252784099287, 0.06410257369966248]"
7,"[0.38470594319431284, 0.5767479725813093, 0.038393826892064005, 0.0001228883348050268, 2.9368997507341176e-5]"
8,"[0.36029447751070043, 0.595587953946564, 0.04411756340921419, 7.029329786646287e-12, 5.126490221342778e-9]"
9,"[0.3034997330578385, 0.6964367481685345, 6.351877243438223e-5, 1.5332962585929247e-19, 1.192886642910122e-12]"
10,"[0.3555551923954494, 0.6444448028551879, 8.753268542124846e-15, 0.0, 4.749356734747747e-9]"
11,"[0.3644531778898571, 0.6355468221101442, 1.6864767508263117e-21, 0.0, 3.824345580644481e-18]"
12,"[0.9935022773269879, 0.0064977226730095405, 1.8911438553462523e-33, 0.0, 9.15710196263213e-27]"
13,"[0.9999910338868435, 8.966113151786999e-6, 7.488461093625201e-46, 0.0, 1.9269622546975598e-33]"
