Timestep,Probs
1,"[0.22000000000000017, 0.21000000000000016, 0.18400000000000014, 0.17800000000000013, 0.20800000000000016]"
2,"[0.2590163909219091, 0.28524589555931457, 0.04918033478121188, 0.21967213088108542, 0.1868852478564786]"
3,"[0.11557171258862346, 0.2137480747166466, 0.06544841983778904, 0.42511987140634283, 0.18011192145059737]"
4,"[0.12214344492816756, 0.18320412509809417, 0.0203560247763225, 0.46819177935775763, 0.2061046258396593]"
5,"[0.05830711909309409, 0.04390980714263296, 0.014556838878848715, 0.6650680753547147, 0.2181581595307109]"
6,"[0.010471282709713592, 4.2881445180662914e-8, 0.005235640192171233, 0.7068062833519407, 0.27748675086472774]"
7,"[1.772133939713431e-6, 1.6836503507848372e-11, 8.860969008002281e-7, 0.7383479992357062, 0.2616493425166184]"
8,"[1.9791291794478487e-13, 2.1871191314979736e-14, 1.425188461215359e-10, 0.7239263610219623, 0.2760736388353001]"
9,"[5.14264386081623e-22, 8.487869938068611e-20, 3.035529918809769e-17, 0.725004024644958, 0.27499597535504255]"
10,"[2.600686761656293e-32, 1.7103178658304112e-28, 1.5354707566823363e-28, 0.9999999178633389, 8.21366654225303e-8]"
11,"[9.483758204825288e-15, 0.0, 7.701544706430618e-14, 0.9999708819904471, 2.911800946987311e-5]"
