Timestep,Probs
1,"[0.20400000000000015, 0.21400000000000016, 0.17000000000000012, 0.21400000000000016, 0.19800000000000015]"
2,"[0.1968505190172203, 0.22047241610503365, 0.14435685773177678, 0.2178477925042783, 0.22047241464169154]"
3,"[0.4651498054624965, 0.4802052358300049, 0.037972975906487134, 0.0008448601554434455, 0.01582712264556883]"
4,"[0.4299996335170529, 0.5399995126528082, 0.010000630113225743, 2.539806987442996e-10, 0.02000022346293115]"
5,"[0.9319633996623535, 0.0677525022599033, 8.651210117795383e-5, 4.18746814046672e-9, 0.0001975817890990023]"
6,"[0.9792671468778303, 0.02073285249316965, 1.8354748407689298e-12, 1.513073743183032e-14, 6.27155099714788e-10]"
7,"[0.9677489833269957, 0.032251016673006935, 3.0742811420859374e-20, 4.687088563549137e-24, 2.763384617202155e-18]"
8,"[0.9650000096091671, 0.03499999039082652, 8.610283747754354e-29, 1.0615418283346864e-30, 6.976452925107961e-27]"
9,"[0.9604590255429556, 0.039540974457048135, 2.256979871273393e-36, 3.4394694776978775e-40, 2.0368538299406246e-35]"
10,"[0.9578313325365374, 0.04216866746345929, 6.902063058434715e-46, 1.2987449026507173e-51, 2.0791399507701154e-45]"
11,"[0.9545488732973254, 0.04545112670267217, 1.020483907377126e-48, 6.119042927964416e-65, 1.7521682891151636e-53]"
12,"[0.2500201900081934, 0.7499798099918044, 2.6947551348869377e-50, 5.721192169343987e-78, 1.311019597185067e-64]"
13,"[0.0002539618041444558, 0.9997460381950712, 1.1747666790603689e-16, 7.707644181315018e-13, 1.0572900111543362e-14]"
