Timestep,Probs
1,"[0.18826405867970677, 0.22004889975550154, 0.210268948655257, 0.20048899755501245, 0.18092909535452337]"
2,"[0.18327381544414392, 0.21607340500348818, 0.2044146797526438, 0.20705740967172082, 0.1891806901280035]"
3,"[0.07210988228827808, 0.09763276739262845, 0.0661178280235991, 0.7296180495491056, 0.034521472746389344]"
4,"[0.08174801939201976, 0.09312536673981353, 0.041245077225343305, 0.7695393696457454, 0.014342166997079957]"
5,"[0.06631780237048272, 0.033476855613364824, 0.032825417875783434, 0.8521543502737079, 0.015225573866656263]"
6,"[0.0348630757240552, 0.017961737295379324, 0.01734106877450836, 0.9080030972903984, 0.021831020915654357]"
7,"[0.027628360586720753, 0.0011508005747015145, 0.001127160928650886, 0.9494780698277692, 0.02061560808215354]"
8,"[0.027238544174340792, 7.850198153315842e-5, 5.188689294303834e-5, 0.9454022015404534, 0.02722886541072963]"
9,"[0.027067394172930182, 0.0005638599718570446, 0.00014095808566890665, 0.937412492066018, 0.03481529570352846]"
10,"[0.2703602986224082, 0.0015563506940854607, 7.411192388857182e-5, 0.4337107881312213, 0.2942984506283929]"
11,"[0.04872301953960528, 0.0011114933169504748, 0.00037014049617226194, 0.03546097852106007, 0.914334368126211]"
12,"[0.006590734551900718, 2.4016959896595842e-5, 2.387865701790381e-5, 0.002029695601384043, 0.9913316742297996]"
13,"[5.266622650384649e-9, 3.891493958176111e-7, 6.601298063218978e-12, 5.850999089716388e-10, 0.9999996049922901]"
