Timestep,Probs
1,"[0.20853080568720356, 0.2559241706161135, 0.1445497630331752, 0.16824644549763015, 0.22274881516587652]"
2,"[0.02231207906037975, 0.4456141866701389, 0.024171410387925456, 0.14719710052005777, 0.3607052233614978]"
3,"[0.009380172487210707, 0.11031758795194736, 0.0622616016113544, 0.07936596883652879, 0.7386746691129594]"
4,"[0.0021515987513841053, 0.007318884841060185, 0.07894070405969757, 0.012692519093249942, 0.8988962932546142]"
5,"[0.017429387764433306, 0.022348407681128668, 0.22978386130573458, 0.023551515597165496, 0.7068868276515385]"
6,"[0.006137294290027972, 0.007010929903255326, 0.633624774277024, 0.10428743092415557, 0.24893957060553737]"
7,"[0.031028296905768242, 0.0013137678002556616, 0.4913730971671488, 0.43154648191069966, 0.044738356216128386]"
8,"[0.008224621008363294, 0.0009675800914199973, 0.1770689614121744, 0.3691338566080108, 0.4446049808800319]"
9,"[0.008053449815217936, 0.0007001324678318902, 0.16580614038323904, 0.34113215283035836, 0.4843081245033532]"
10,"[0.0008944684810928351, 0.005937338251762825, 0.07644325950354534, 0.3103742986623756, 0.6063506351012217]"
11,"[0.0005378807292479724, 0.009721283284675176, 0.029487251503801944, 0.11832061918467927, 0.8419329652975978]"
12,"[0.00033629498631922795, 0.0006238174167533744, 0.03206102118630111, 0.10776514061100351, 0.8592137257996211]"
13,"[2.4282634840129334e-5, 0.00043939741604938647, 0.010172652714876388, 0.013755854191320813, 0.9756078130429139]"
14,"[1.4747885938956286e-6, 1.4077503814636948e-6, 0.0010975310183861235, 0.001302814963052971, 0.9975967714795874]"
15,"[0.0008456727343093454, 4.579802683449753e-15, 0.00014094551792405535, 2.393136366328368e-11, 0.9990133817238309]"
