Timestep,Probs
1,"[0.2349397590361449, 0.17168674698795192, 0.20180722891566286, 0.21385542168674723, 0.1777108433734941]"
2,"[0.06530252043687444, 0.37259833093217704, 0.05761874412842775, 0.1574907110786985, 0.34698969342382247]"
3,"[0.015470980754632307, 0.12971269193348534, 0.03183792066335514, 0.1124136276059157, 0.7105647790426116]"
4,"[0.009359937018158989, 0.0020942797721871507, 0.014040605779384784, 0.02808558240767113, 0.9464195950226023]"
5,"[0.059386850260497684, 0.013343512657844666, 0.08073005752495631, 0.023440932330557374, 0.8230986472261423]"
6,"[0.06770121827613168, 0.010418590459738183, 0.12238007419748366, 0.020830022913563742, 0.7786700941530779]"
7,"[0.1076852899936378, 0.005615208928311756, 0.4172429306310457, 0.03929163459750056, 0.43016493584950427]"
8,"[0.04858084635110212, 1.1888168317209426e-9, 0.47633850490199475, 0.014511119594417851, 0.4605695279636663]"
9,"[0.048630377451834225, 1.87388761652178e-10, 0.42781997493584056, 0.00986284578834176, 0.5136868016365925]"
10,"[0.04409028353394103, 4.378012364268846e-11, 0.16098253279339822, 0.010935315670581045, 0.7839918679583001]"
11,"[0.005382438571066888, 0.00043201744945351096, 0.04541068431422574, 5.957885955420605e-7, 0.9487742638766613]"
12,"[0.003790088771091256, 9.16895521809827e-9, 0.04114792388822029, 4.266242096887459e-16, 0.9550619781717367]"
13,"[0.0004795500265728277, 3.6910763920304805e-17, 0.0037647287034251985, 1.060332903943533e-25, 0.9957557212700008]"
14,"[4.23994785426883e-5, 1.2916534681537584e-25, 0.0005370787772577309, 4.117729662258715e-35, 0.9994205217441995]"
15,"[7.699163990759783e-13, 1.0430724467738904e-14, 2.44671314675356e-16, 1.993427342723436e-14, 0.9999999999992046]"
