Timestep,Probs
1,"[0.19933554817275725, 0.2259136212624582, 0.21926910299003297, 0.16611295681063107, 0.1893687707641194]"
2,"[0.19466231396630154, 0.23390903554128076, 0.17111475365389972, 0.1883829026989769, 0.21193099413954075]"
3,"[0.4380979456043637, 0.3428425488282517, 0.05259532054697191, 0.10263059463566293, 0.0638335903847494]"
4,"[0.5479387485728893, 0.3940941625942991, 0.021086111170354062, 0.02318249566381608, 0.013698481998639604]"
5,"[0.5827952430666063, 0.3673205097727033, 0.02132328011462786, 0.016690237931891665, 0.011870729114171603]"
6,"[0.5396344067620126, 0.44207224929389244, 0.007621518569925724, 0.006098057901765659, 0.004573767472403054]"
7,"[0.48690526705658055, 0.5082262136553635, 0.0020948465402114555, 0.002080008039087493, 0.0006936647087567911]"
8,"[0.5039022872093567, 0.4960976466719868, 8.290202158234452e-10, 6.537298572965874e-9, 5.8752334895478715e-8]"
9,"[0.4695171718168439, 0.5304828281829758, 2.2229113989573545e-15, 2.7145864178390767e-17, 1.778536498077277e-13]"
10,"[0.4649846931242051, 0.5350153068757965, 6.052951479160883e-19, 3.472255832708775e-28, 6.052939947134526e-19]"
11,"[0.40144810150860843, 0.5985518909591343, 7.532128889590718e-9, 0.0, 1.2753779572795133e-13]"
12,"[0.13366888171442193, 0.8663311182855726, 3.689479545828688e-15, 0.0, 1.175702663413536e-25]"
13,"[0.038000910371267294, 0.9619990896274896, 1.2441296410227216e-12, 0.0, 1.8933638431015206e-16]"
