Timestep,Probs
1,"[0.19718309859154962, 0.17840375586854487, 0.19248826291079843, 0.22535211267605673, 0.206572769953052]"
2,"[0.2374500121113999, 0.2140435749381075, 0.09916862877735202, 0.16507536696159847, 0.28426241721154333]"
3,"[0.18598315309912536, 0.3186543224676938, 0.09950068714345287, 0.20344520066389407, 0.1924166366258341]"
4,"[0.18368640473941547, 0.48016389276621996, 0.07137120119947674, 0.18214405446004417, 0.08263444683484537]"
5,"[0.04925982328588008, 0.3824291996882162, 0.34442462962092535, 0.13988117032698502, 0.0840051770779933]"
6,"[0.012471616458781554, 0.15669318658279485, 0.5809447310959218, 0.20272537410206612, 0.047165091760434444]"
7,"[0.00999369941565502, 0.07853921981964357, 0.7619637895633897, 0.12598291799110556, 0.02352037321020544]"
8,"[0.0245738454864275, 0.12524749871534, 0.6202931897440261, 0.19104268319702186, 0.03884278285718242]"
9,"[0.016233843284565147, 0.12373914506474233, 0.7049192392072621, 0.13661489613947622, 0.018492876303954905]"
10,"[0.0061522972515610005, 0.12107426192986714, 0.7531790845056412, 0.10559670743863803, 0.013997648874294707]"
11,"[0.0006327148170544272, 0.02070757469677207, 0.9514140003804856, 0.02549398719650093, 0.0017517229091868103]"
12,"[1.3232190185388136e-8, 0.0034779662820733186, 0.9362366941311319, 0.06028484666914417, 4.796854657951229e-7]"
13,"[1.467260694260659e-13, 0.004368085931135088, 0.9376696449424438, 0.057962269125075315, 1.2016476425992743e-12]"
14,"[2.9140246132531754e-17, 0.0006472701599612281, 0.9510894968353103, 0.04826323300472827, 4.4900309533205915e-21]"
15,"[6.593075646628925e-22, 0.0002001400383395188, 0.49158138040003174, 0.5082184795616281, 1.393342539993586e-28]"
16,"[1.1682865531944625e-8, 0.0003236192899201624, 0.0384010349959355, 0.9612753337304086, 3.0087307825368957e-10]"
17,"[2.5599469921520814e-13, 6.444180314022669e-8, 0.0021062017789465737, 0.9978937337789677, 2.8482438976251044e-14]"
18,"[1.7026186181976626e-21, 3.4716739984244986e-14, 0.0022272705553896383, 0.997772729444543, 3.471673847054485e-14]"
19,"[2.2341505590942585e-9, 8.518611691769225e-8, 0.026206972287191703, 0.9285382364417325, 0.045254703850803324]"
