Timestep,Probs
1,"[0.2535211267605638, 0.18779342723004724, 0.1690140845070425, 0.20892018779342758, 0.18075117370892047]"
2,"[0.253747204882507, 0.18338947868088112, 0.17482395582845803, 0.19868478578022725, 0.18935457482792603]"
3,"[0.05470262855296817, 0.03771106635520703, 0.047208913858027994, 0.4355139806511659, 0.42486341058263166]"
4,"[0.06091492030313019, 0.04640796355491387, 0.053988291824812434, 0.4364319770176346, 0.4022568472995088]"
5,"[0.2073989738465098, 0.0641964542073358, 0.19468087145441051, 0.23963183237140304, 0.29409186812034105]"
6,"[0.0784376935744211, 0.6829576614514954, 0.08171732171414602, 0.05229727112049196, 0.10459005213944474]"
7,"[0.0017163607691116985, 0.9893815904055198, 0.0007903946796771608, 0.004019721136493172, 0.004091933009199195]"
8,"[0.004161547982236049, 0.9725701122091667, 0.0023808097043976307, 0.011329002455923982, 0.009558527648273685]"
9,"[0.01980611916419675, 0.9441373695485615, 0.016081154564443305, 0.007101061431545204, 0.012874295291259547]"
10,"[0.12134085545511056, 0.6949420782271185, 0.16608580891780897, 0.006075055429660879, 0.01155620197030388]"
11,"[0.402082331957095, 0.0840052531041086, 0.5005438288051686, 0.009571768289937579, 0.003796817843689438]"
12,"[0.041328834986970826, 0.008740806123909227, 0.9484147672046973, 0.0011619483004724985, 0.0003536433839492294]"
13,"[0.00040708032496170976, 0.0001349132461736504, 0.9994545003233541, 3.506098888747013e-6, 6.624588113585328e-12]"
