Timestep,Probs
1,"[0.19400000000000014, 0.19800000000000015, 0.19800000000000015, 0.21600000000000016, 0.19400000000000014]"
2,"[0.22727275276515366, 0.19602271822453624, 0.1732954057857153, 0.22443180366646473, 0.17897731955813148]"
3,"[0.5298043551186323, 0.353280517563587, 0.06952629104536133, 0.03139291014840787, 0.015995926124011916]"
4,"[0.5257727347819758, 0.3814430425101387, 0.07216533385948384, 0.010309425385436347, 0.01030946346296335]"
5,"[0.610984834581317, 0.37680817495746016, 0.012173859232664104, 1.6563623098136795e-5, 1.6567605461523117e-5]"
6,"[0.6944443405830901, 0.3024691008395655, 0.0030865527695738315, 5.807753533423352e-9, 1.699927046280914e-14]"
7,"[0.19426110120503562, 0.7748460300695719, 0.030892868725380544, 1.2155471962716012e-14, 2.8651828263455857e-21]"
8,"[0.04000706253796807, 0.9599929240193434, 1.3442668570119202e-8, 1.1539994180656662e-14, 1.0490903800596953e-15]"
9,"[0.022118305900433947, 0.977881694098761, 8.065941911072744e-13, 6.237678740480843e-25, 4.275310994160992e-28]"
10,"[0.024390264274158788, 0.9756097357258446, 2.2572672799192023e-21, 1.2330137531693804e-36, 2.062650910594306e-41]"
11,"[0.5212891509215559, 0.4787108490784441, 2.636755364605393e-29, 2.3403733093335366e-47, 1.3002072581536926e-48]"
12,"[0.9999997488985664, 2.5095999566198717e-7, 1.2729315783625542e-10, 1.9141567683084e-13, 1.395228894673683e-11]"
13,"[0.9999999999720479, 2.795409268004767e-11, 6.631706382593522e-21, 1.0107801926174219e-25, 5.371599287330541e-20]"
