Timestep,Probs
1,"[0.17768595041322297, 0.2438016528925616, 0.19834710743801628, 0.22314049586776827, 0.15702479338842965]"
2,"[0.26795533968254776, 0.3232037755749586, 0.2265191601672993, 0.12983455348708978, 0.05248717108810497]"
3,"[0.11406904667848793, 0.5687832635311135, 0.14372195814870936, 0.13118995508640777, 0.042235776555281865]"
4,"[0.24565079954713548, 0.35317063390191084, 0.3021629223234625, 0.08085737170503164, 0.01815827252245921]"
5,"[0.41904508213476865, 0.15952112918620898, 0.3731217800396263, 0.041965978395054816, 0.006346030244341039]"
6,"[0.5571029122653453, 0.07938730273702, 0.31476318968323624, 0.0362117721917884, 0.012534823122609645]"
7,"[0.6018631152535223, 0.03638402168103654, 0.3189070374505428, 0.025738438891943313, 0.01710738672295559]"
8,"[0.6398393796451418, 0.017150702859334465, 0.3298137761773954, 0.007919273402076606, 0.005276867916050435]"
9,"[0.6992544237321122, 0.004062160018294674, 0.29667350966336964, 9.088814996190138e-7, 8.997704722013782e-6]"
10,"[0.3656430158644417, 0.0013060316456871453, 0.6330509524884497, 6.737007575119866e-13, 7.477460517398754e-13]"
11,"[0.1064141613075731, 2.0666878879366383e-11, 0.8935858359988297, 1.2514042271653598e-9, 1.4215280074895103e-9]"
