Timestep,Probs
1,"[0.20331950207468902, 0.190871369294606, 0.199170124481328, 0.18257261410788397, 0.22406639004149406]"
2,"[0.2899399453714958, 0.2514790581864622, 0.22485222743324143, 0.13905297732232874, 0.09467579168647178]"
3,"[0.1339030318738579, 0.5497198730832642, 0.10812985407034474, 0.12851828414378702, 0.07972895682874592]"
4,"[0.24223054382505033, 0.3584285993087508, 0.21074363612035918, 0.08171777234772772, 0.10687944839811171]"
5,"[0.4010910001965452, 0.18195178014628416, 0.31936586200239236, 0.06136253421071051, 0.036228823444066936]"
6,"[0.45986230672308326, 0.05619301785789833, 0.3979346886961276, 0.058486251793468995, 0.0275237349294205]"
7,"[0.48364638909889857, 0.0598387478416205, 0.3526603968048293, 0.07759780495858455, 0.02625666129606747]"
8,"[0.5841120385666903, 0.014807550462137286, 0.36877526277224465, 0.02691848970022052, 0.005386658498706738]"
9,"[0.5657873773597913, 0.003831964291498708, 0.4188988011684109, 0.009188953840342419, 0.0022929033399577783]"
10,"[0.287027509900432, 1.581667745543052e-10, 0.7129724899407016, 2.4367637175887887e-13, 4.568148736776289e-13]"
11,"[0.0907187538326757, 1.0293178237310828e-19, 0.9092812461673241, 1.759854071110604e-23, 1.0279099425676972e-19]"
