Timestep,Probs
1,"[0.33333333333333315, 0.33333333333333315, 0.33333333333333315]"
2,"[0.6315789473684139, 7.998420346796225e-15, 0.3684210526315777]"
3,"[0.631578947368421, 2.057361178236392e-70, 0.36842105263157876]"
4,"[0.631578947368421, 4.06071447086073e-131, 0.36842105263157876]"
5,"[3.751170778635169e-7, 2.2758444248216783e-222, 0.9999996248829224]"
6,"[5.832039601994992e-30, 2.3379871195863853e-132, 1.0000000000000027]"
7,"[7.385791500853788e-44, 2.671741195550861e-218, 1.0000000000000029]"
8,"[1.916169724827895e-71, 9.179798091374145e-273, 0.9999999999999992]"
9,"[3.0731738728184774e-99, 0.0, 0.9999999999999967]"
10,"[4.821431159713303e-99, 0.0, 1.000000000000004]"
11,"[3.4279759701274405e-123, 0.0, 1.000000000000005]"
12,"[0.0, 0.0, 1.0]"
13,"[0.0, 0.0, 1.000000000000004]"
14,"[0.0, 0.0, 1.000000000000004]"
15,"[0.0, 0.0, 1.0]"
16,"[0.0, 0.0, 0.9999999999999994]"
17,"[0.0, 0.0, 1.0000000000000007]"
18,"[0.0, 0.0, 0.9999999999999994]"
