Timestep,Probs
1,"[0.20200000000000015, 0.20000000000000015, 0.19200000000000014, 0.21000000000000016, 0.19600000000000015]"
2,"[0.20769225998030763, 0.20256414366432726, 0.17948714875135924, 0.21025644867618548, 0.19999999892782017]"
3,"[0.26524577475380007, 0.22216076732380552, 0.08672029208175326, 0.2529490533608331, 0.17292411247980755]"
4,"[0.24647867796405493, 0.24647870741342962, 0.06338072308235154, 0.274647677345094, 0.16901421419507084]"
5,"[0.43235179008085867, 0.4323847371483592, 0.1081008181509914, 0.013588534439881261, 0.013574120179910389]"
6,"[1.8539631910268985e-6, 0.9999976027916411, 4.753988380939566e-7, 5.99250473165317e-8, 7.92128270163911e-9]"
7,"[2.8529382403724064e-10, 0.9999999995643449, 1.4134805874178743e-10, 9.009233377811064e-12, 1.6022147449220242e-15]"
8,"[2.7834739448117317e-14, 0.9999999999999726, 1.0242002216414727e-15, 6.202457169166324e-17, 3.0324295927507376e-24]"
9,"[8.964185419015978e-6, 0.9999910351319097, 0.0, 6.826734051149275e-10, 0.0]"
10,"[4.645488215179006e-8, 0.9999999535451174, 0.0, 5.39586260766552e-16, 0.0]"
11,"[0.0, 0.9999999999999982, 0.0, 0.0, 0.0]"
12,"[0.0, 0.9999999999999977, 0.0, 0.0, 0.0]"
13,"[0.0, 1.000000000000003, 0.0, 0.0, 0.0]"
