Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.2591919870271909, 0.19430090883167062, 0.1965641390470818, 0.16853554670327547, 0.18140741839078126]"
3,"[0.1263072227552182, 0.41615550259750933, 0.1244665208863552, 0.14474193011692443, 0.1883288236439928]"
4,"[0.28739536607458716, 0.2042122755166336, 0.17995901541604573, 0.15274937898285362, 0.17568396400987987]"
5,"[0.5661894579975787, 0.05932647218218706, 0.23001730821893063, 0.08555807571272225, 0.05890868588858121]"
6,"[0.7049245712295906, 0.030916555595615347, 0.20398107736547882, 0.03653712084236913, 0.02364067496694602]"
7,"[0.7108325119886911, 0.026504326651095513, 0.21293550328242342, 0.02145528047395063, 0.028272377603839376]"
8,"[0.7817302279086131, 0.007792411673675204, 0.1999761401292443, 0.0032086590748094893, 0.007292561213657895]"
9,"[0.8027023060854359, 0.0010047430368553148, 0.1951736646884198, 0.00040327908075393586, 0.0007160071085350469]"
10,"[0.6451008126664448, 0.00022663195047190163, 0.3543146909189613, 0.00013690036251486507, 0.00022096410160709904]"
11,"[0.22173813460621927, 6.628363238356728e-5, 0.778079752370569, 3.7703192893587606e-5, 7.812619793461879e-5]"
