Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.21132800196817272, 0.21377915439870163, 0.1882672694364574, 0.19645258114154582, 0.19017299305512253]"
3,"[0.19863675931177338, 0.2173515513689478, 0.1825891987268348, 0.23044118763519633, 0.17098130295724773]"
4,"[0.2054198212010254, 0.21409803445604422, 0.1741744109512186, 0.23606458937492247, 0.17024314401678933]"
5,"[0.17341347171590488, 0.18576032059721925, 0.18420462704726853, 0.2691747494627625, 0.1874468311768448]"
6,"[0.14497057184668907, 0.15588642986194695, 0.19059379235478383, 0.29325409548342213, 0.2152951104531581]"
7,"[0.11492843975741578, 0.11544847382682875, 0.18217695343634183, 0.36818419810450287, 0.21926193487491094]"
8,"[0.08845122192423979, 0.09417627765865981, 0.12554805196925412, 0.5027875677747202, 0.18903688067312616]"
9,"[0.029683817562834378, 0.03199208804709151, 0.0428946637763695, 0.741216960413105, 0.15421247020059958]"
10,"[0.029638297763407175, 0.02897483850720845, 0.0426611855589101, 0.5211536938194699, 0.3775719843510044]"
11,"[0.02684419109226385, 0.022702124716377437, 0.03045908114990175, 0.24549958042929187, 0.674495022612165]"
12,"[0.01287523136351559, 0.010464938723938125, 0.012825559670051263, 0.08044275812280775, 0.8833915121196872]"
13,"[0.004063745057307677, 0.003260846141513292, 0.004228526766415556, 0.03157638920741673, 0.9568704928273467]"
