Timestep,Probs
1,"[0.1999999999999998, 0.22142857142857114, 0.19285714285714267, 0.1642857142857142, 0.22142857142857114]"
2,"[0.08868583904850269, 0.32415843785844456, 0.11620792622642094, 0.18654440331784033, 0.2844033935487911]"
3,"[0.03300095235310061, 0.2519184339722787, 0.1272323050313313, 0.12448161350104399, 0.46336669514224477]"
4,"[0.017501794767496234, 0.2100005305884964, 0.042500138680405225, 0.05000913940144462, 0.6799883965621579]"
5,"[0.03115682102491011, 0.2141139612581803, 0.05829586372612597, 0.054412598307838005, 0.6420207556829479]"
6,"[0.017749539202084278, 0.21893555797569816, 0.10650394957900242, 0.035506251856333555, 0.6213047013868807]"
7,"[0.02316672602648751, 0.2014664836935578, 0.14334303062952133, 0.05044573024155887, 0.5815780294088743]"
8,"[0.01248727358395954, 0.1501131329395012, 0.157101689083483, 0.028580905020642103, 0.651716999372413]"
9,"[0.004946428046082841, 0.1173123878509177, 0.15555425113738153, 0.01728924407190919, 0.7048976888937073]"
10,"[0.0024860384608748607, 0.12430032954059785, 0.09509060753842112, 0.0074584246379859, 0.7706645998221197]"
11,"[0.0015140156462422187, 0.030370333518940147, 0.053154405745981424, 0.010665321380687645, 0.9042959237081497]"
12,"[0.000719409570067457, 0.010791215888361032, 0.03812892515330614, 0.0035970481858511303, 0.9467634012024159]"
13,"[8.936531870806735e-9, 0.0011664722269193292, 0.009433695467476598, 0.0011663149725133913, 0.9882335083965579]"
14,"[3.177919247551929e-15, 0.0005047788142631327, 0.002019793641132941, 0.002019115247787188, 0.9954563122968121]"
15,"[2.2261799909424925e-19, 3.0834819054545927e-15, 0.0, 5.659513314427213e-7, 0.9999994340486712]"
