Timestep,Probs
1,"[0.2461538461538466, 0.15384615384615397, 0.20384615384615415, 0.207692307692308, 0.1884615384615387]"
2,"[0.16739979015654904, 0.2863422511496399, 0.11453910715303443, 0.12335045884407528, 0.30836839269670097]"
3,"[0.11988895985205529, 0.2501218564645446, 0.15031632314799181, 0.09642999509063564, 0.3832428654447726]"
4,"[0.08278731633616399, 0.12583246939897527, 0.22846705067467502, 0.07615616665914278, 0.4867569969310428]"
5,"[0.061491948409975454, 0.11147556860127811, 0.2806728735326108, 0.10383809354018063, 0.4425215159159562]"
6,"[0.07999426113659143, 0.10856940648689414, 0.2457288446185992, 0.13714188990028434, 0.4285655978576312]"
7,"[0.05525484885367995, 0.085471930050886, 0.21474900995588928, 0.3381383998131683, 0.30638581132637505]"
8,"[0.07411947598127773, 0.0800093503622314, 0.29617880213932823, 0.18501507999483133, 0.3646772915223306]"
9,"[0.0957700653402932, 0.053414774506218274, 0.2988595442315246, 0.16547573999693466, 0.38647987592502914]"
10,"[0.06455509086085576, 0.03410429436043377, 0.29841312314406665, 0.1181535205658194, 0.4847739710688232]"
11,"[0.03997991657061212, 0.012705843257820931, 0.24919451371812076, 0.11860349150828015, 0.5795162349451666]"
12,"[0.013641296065240205, 0.006295888419071521, 0.18258132233260096, 0.1311651820794772, 0.6663163111036069]"
13,"[0.007478463123536914, 0.0015578225524845583, 0.0629908118221379, 0.17091812347917912, 0.7570547790226632]"
14,"[0.0012507079856938087, 0.005000533271176064, 0.020002113362952424, 0.05000303129058381, 0.9237436140895928]"
15,"[0.0005547083224720685, 0.001109792424125537, 0.006684232911261637, 0.012271896502823997, 0.9793793698393155]"
