Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.1307972620819857, 0.1939948307985384, 0.19478406565785136, 0.24968163332435156, 0.23074220813727286]"
3,"[0.10080878428085058, 0.2028471678409552, 0.21914431084477054, 0.2713652309930965, 0.20583450604032721]"
4,"[0.11122148714255699, 0.21166106753633088, 0.2371436530134325, 0.23658930222715857, 0.2033844900805211]"
5,"[0.10857886988330356, 0.2293453537797304, 0.20230600276420888, 0.23046511456495292, 0.22930465900780436]"
6,"[0.10433463216472547, 0.2552526688164614, 0.21698508738019487, 0.23939460983315275, 0.18403300180546553]"
7,"[0.10212636560948882, 0.2733074110344581, 0.23280802484111718, 0.2344716774703015, 0.15728652104463453]"
8,"[0.11135165797050937, 0.25595662070835146, 0.21551662538652855, 0.23370436717113038, 0.1834707287634803]"
9,"[0.10929468126887548, 0.2793812293764352, 0.19087731503091268, 0.24371319154391327, 0.17673358277986334]"
10,"[0.09660688440029391, 0.26869300330928475, 0.17683711324489734, 0.2654074251991854, 0.19245557384633855]"
11,"[0.1078116974148749, 0.2580200995049488, 0.15922490828702676, 0.2781666039956222, 0.1967766907975273]"
12,"[0.1067036159169004, 0.26637116495627977, 0.16817853586416917, 0.258281360362863, 0.2004653228997877]"
13,"[0.10417692259422913, 0.27485132598935874, 0.15960756681208974, 0.26664918620609074, 0.19471499839823161]"
14,"[0.15004996017888092, 0.2593877859986164, 0.1610301386782682, 0.22745560522416658, 0.20207650992006787]"
15,"[0.2848259958669759, 0.17861001673918603, 0.20090109675611204, 0.19627020289281444, 0.1393926877449115]"
16,"[0.37041701049032927, 0.13515515993623203, 0.2045250197561356, 0.167937151643724, 0.12196565817357911]"
17,"[0.6001988983488382, 0.06266015164833294, 0.21368938942451948, 0.07429041023666287, 0.049161150341646524]"
18,"[0.5913469471850048, 0.023263625853826297, 0.3370973464469266, 0.028325020811195586, 0.01996705970304667]"
19,"[0.28452511734585234, 0.012697341494165588, 0.6779971160087813, 0.01536760475959625, 0.009412820391604518]"
