Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.2309841151186676, 0.2068696439518513, 0.18481477376542021, 0.18274442707717484, 0.19458704008688613]"
3,"[0.37853676945027864, 0.291304343211627, 0.12370569975025461, 0.09179923383756795, 0.11465395375027176]"
4,"[0.38280189526587055, 0.3106270153883368, 0.12253179814674614, 0.07387879707208715, 0.11016049412695933]"
5,"[0.4542382671257522, 0.4466273775355591, 0.03282147973959846, 0.02091739969855261, 0.04539547590053754]"
6,"[0.4530794790786553, 0.5059008676761221, 0.015387824498717163, 0.00632111973285819, 0.01931070901364714]"
7,"[0.2013612509903485, 0.7543693062448161, 0.0189854226414814, 0.007137930150882815, 0.01814608997247134]"
8,"[0.15550187201440854, 0.8302720644822829, 0.006745316251440902, 0.0024112914658588115, 0.005069455786008853]"
9,"[0.15671556823888677, 0.8410931709701444, 0.0010589080927801053, 0.00037427279803220096, 0.0007580799001564801]"
10,"[0.15703525347289318, 0.8425209336337033, 0.00019666929189977015, 7.258008400632837e-5, 0.00017456351749741553]"
11,"[0.544860867288931, 0.4544106697588297, 0.00024804633022562915, 0.00011041113092073423, 0.0003700054910927746]"
12,"[0.8873030057905393, 0.11224771593292053, 0.00015781893555474183, 5.839423133278342e-5, 0.0002330651096527049]"
13,"[0.9782526149040567, 0.02166764499694793, 2.8419842254255754e-5, 1.0084305084270281e-5, 4.123595165665975e-5]"
