Timestep,Probs
1,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2,"[0.18386903155684195, 0.19450257567859783, 0.1878689569123807, 0.2300020048934124, 0.2037574309587671]"
3,"[0.11041164069054409, 0.20250312749465485, 0.23687196812106764, 0.2503574184051898, 0.19985584528854358]"
4,"[0.13926830689608324, 0.22118485992996456, 0.16256411300429455, 0.34366405802633565, 0.13331866214332186]"
5,"[0.25768315540284753, 0.3185527147573675, 0.12481738064428755, 0.22090401730752535, 0.07804273188797199]"
6,"[0.34346175810110136, 0.35283649801467587, 0.10658605919481501, 0.10916012372452724, 0.08795556096488039]"
7,"[0.3593753803211529, 0.33561067183398097, 0.10912346137925626, 0.11788678567411008, 0.07800370079149994]"
8,"[0.4237231339964511, 0.3858065766653335, 0.06709741078891152, 0.06329608862532522, 0.06007678992397861]"
9,"[0.4525463810925332, 0.5075749168816982, 0.013209891707618307, 0.010546948169754964, 0.01612186214839526]"
10,"[0.4588139812722948, 0.5356554220529126, 0.0018635607045575993, 0.0016984476218287364, 0.001968588348406098]"
11,"[0.4611163461966239, 0.5382158926880355, 0.0002492875437565015, 0.0001972254773651693, 0.0002212480942189635]"
12,"[0.8492652861880844, 0.15035843369108495, 0.00010803406112609175, 9.90774441693408e-5, 0.00016916861553536712]"
13,"[0.9698876961192798, 0.030044332816591312, 1.8567494090476673e-5, 1.7478535945371986e-5, 3.192503409270763e-5]"
