Timestep,Probs
1,"[0.19291338582677142, 0.23228346456692883, 0.20866141732283439, 0.1811023622047242, 0.18503937007873994]"
2,"[0.2770689884375237, 0.30891686395971835, 0.2197443823343634, 0.10828169297017982, 0.08598807229821492]"
3,"[0.16167836472056493, 0.5818302637752891, 0.14212726801265957, 0.06973548744865518, 0.044628616042830103]"
4,"[0.31536508252064904, 0.36073647921971547, 0.22252188132503203, 0.05346565934265497, 0.047910897591948984]"
5,"[0.4770754708095409, 0.20106660907224652, 0.276659976230888, 0.02669891201845434, 0.018499031868869014]"
6,"[0.5945928155886261, 0.09459642507184292, 0.2776412257210025, 0.018427547876353607, 0.014741985742176052]"
7,"[0.5990746591755272, 0.0322543451010848, 0.33396144877565304, 0.002726422553024972, 0.03198312439471006]"
8,"[0.7541642584877007, 0.0016763688356686908, 0.22409334348705465, 0.006688703416869338, 0.013377325772705922]"
9,"[0.8008202755460947, 9.760084834280446e-10, 0.19446405940016448, 0.0011734186935190589, 0.003542245384217041]"
10,"[0.5447006774270944, 4.077589634906958e-20, 0.45043853667339256, 0.0016201951249149242, 0.003240590774596586]"
11,"[0.24809681616194726, 1.745510435037256e-11, 0.7519031824061184, 1.4125710201470787e-9, 1.9103469137935898e-12]"
