Timestep,Probs
1,"[0.17816091954022972, 0.19540229885057453, 0.20402298850574693, 0.19540229885057453, 0.22701149425287334]"
2,"[0.1662532173594213, 0.24937938597113682, 0.03784212977341687, 0.27481326062863937, 0.27171200626738595]"
3,"[0.2740967306378505, 0.3302702308361239, 0.041419086045715904, 0.3143088256069586, 0.039905126873350946]"
4,"[0.24688394937908575, 0.3218960199316409, 0.09689213076108799, 0.32182191415018724, 0.012505985777998004]"
5,"[0.2465983205292666, 0.3525099140593463, 0.09255493208996274, 0.29852279878887605, 0.009814034532546905]"
6,"[0.2678086391911463, 0.3091450276914125, 0.07871523311866792, 0.3196979203097507, 0.024633179689022035]"
7,"[0.09234216834995525, 0.17227128486823487, 0.13539866596982214, 0.5909347735081038, 0.009053107303883614]"
8,"[0.020510521693034914, 0.07334143735182065, 0.02736367291064592, 0.8725610920372336, 0.006223276007262283]"
9,"[0.003701886772253843, 0.011716262363645693, 0.00880086934561562, 0.9746350490771496, 0.0011459324413336327]"
10,"[0.0003391980394084499, 8.39479232780206e-10, 0.003011071077679765, 0.9966497242360409, 5.807387735594706e-9]"
11,"[5.76446573302209e-5, 1.4879318301336235e-13, 0.0005188009394607471, 0.9994235544030423, 1.656253254023488e-14]"
12,"[8.849701852369513e-6, 5.306473250156261e-22, 1.3488343015352831e-9, 0.9999911489493174, 4.776635822014323e-21]"
13,"[1.8499137819305818e-9, 2.0872466409777496e-31, 2.5376046391366365e-12, 0.9999999981475505, 1.3698599708571956e-27]"
