Timestep,Probs
1,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]"
2,"[0.8365506747629491, 0.07783440409436414, 0.08561492114268673]"
3,"[0.9442933108034175, 0.005693411529547062, 0.05001327766703541]"
4,"[0.9491687694880842, 0.0011650732548154367, 0.04966615725710039]"
5,"[0.5812679565135874, 0.0007128818431717676, 0.4180191616432408]"
6,"[0.11117576065719056, 0.0001334441729461375, 0.8886907951698633]"
7,"[0.010060792524662727, 5.8285064148300944e-5, 0.989880922411189]"
8,"[0.009207429891321622, 5.3320977936851586e-5, 0.9907392491307416]"
9,"[0.008339268314710978, 4.8346036922496684e-5, 0.9916123856483665]"
10,"[0.008393302410560929, 4.834944957787329e-5, 0.9915583481398612]"
