Timestep,Probs
1,"[0.33582089552238864, 0.32089552238806024, 0.34328358208955284]"
2,"[0.5026355106989282, 0.024281654106299, 0.47308283519477295]"
3,"[0.5095840685195734, 0.0012236997600001227, 0.4891922317204262]"
4,"[0.4957457158113793, 6.002506730839987e-5, 0.5041942591213133]"
5,"[0.04717715689694336, 5.707405291419388e-6, 0.9528171356977658]"
6,"[0.0013458738534119865, 0.0013458738534130657, 0.9973082522931783]"
7,"[0.022718577525171365, 0.022720097549342535, 0.954561324925482]"
8,"[0.26383504568653937, 0.21106804248737743, 0.5250969118260819]"
9,"[0.8932956659556415, 0.040019705662276986, 0.06668462838208063]"
10,"[0.9931908593121628, 0.002564936605444715, 0.004244204082391657]"
11,"[0.9994177970436083, 0.00019406765212941272, 0.00038813530425882545]"
12,"[0.9999666270697014, 1.1124310099172652e-5, 2.2248620198345305e-5]"
13,"[0.9999986624764906, 6.687617536876017e-7, 6.687617536877626e-7]"
14,"[0.9999999217018861, 3.914905722371217e-8, 3.914905722371217e-8]"
15,"[0.9999999953845397, 2.307728875538507e-9, 2.307728875538507e-9]"
16,"[0.9999999997203289, 1.3983769589549813e-10, 1.3983769589549813e-10]"
17,"[0.9999999999830514, 8.474916086296054e-12, 8.474916086296054e-12]"
18,"[0.9999999999989839, 5.074810209715358e-13, 5.074810209715358e-13]"
