Timestep,Probs
1,"[0.2588235294117651, 0.20392156862745128, 0.22352941176470625, 0.1333333333333334, 0.18039215686274532]"
2,"[0.3424227919733716, 0.22727268292375088, 0.2545448021790516, 0.0757583133584875, 0.10000140956533846]"
3,"[0.1932000187968432, 0.438833369807202, 0.19591628661046642, 0.11861854981724138, 0.05343177496824639]"
4,"[0.3262868470164337, 0.22734217252448927, 0.26564156985654436, 0.15328190146619516, 0.027447509136338578]"
5,"[0.47873301929119594, 0.08991686541476779, 0.2746663862277125, 0.13908295083567299, 0.01760077823065048]"
6,"[0.6138504548507266, 0.0470462940458107, 0.21905611035267897, 0.08044410366905902, 0.039603037081724225]"
7,"[0.6242008771694789, 0.01768899593506344, 0.23937250638433777, 0.048594347788788114, 0.07014327272233094]"
8,"[0.7289794323584565, 0.002509385815047476, 0.23588498784559483, 0.01756699799192014, 0.015059195988979977]"
9,"[0.7817856365279062, 0.0011358809554886061, 0.21025494289230146, 0.0022731278826028578, 0.004550411741699418]"
10,"[0.44529850901959, 1.1925227787466352e-9, 0.5475717888045181, 0.002851878803473629, 0.0042778221798949285]"
11,"[0.13709530390379804, 1.2473045808880573e-9, 0.8629046948450987, 1.8958126481805856e-13, 3.6067250504274697e-12]"
