Timestep,Probs
1,"[0.2113207547169811, 0.2452830188679245, 0.16981132075471697, 0.17358490566037735, 0.19999999999999998]"
2,"[0.29351454931329696, 0.2457338122462357, 0.2559716854343862, 0.08873771917011132, 0.11604223383596993]"
3,"[0.1787574310826604, 0.5329693218707549, 0.16272221819133065, 0.07209688053848155, 0.0534541483167731]"
4,"[0.22372024608680868, 0.3350989904977391, 0.3733072779687563, 0.029535616178276283, 0.038337869268419235]"
5,"[0.30927412907789215, 0.13395764967576826, 0.5247387618199675, 0.010038863916924733, 0.02199059550944594]"
6,"[0.36192650468798265, 0.07168050387104472, 0.5334906362422867, 0.009400651654501766, 0.023501703544182746]"
7,"[0.31381887885995974, 0.023519186585569105, 0.6360877682266114, 6.833489289895677e-5, 0.026505831434960648]"
8,"[0.30593040193670273, 0.04056722117457555, 0.6524058954885488, 4.981735171570213e-10, 0.0010964809019996587]"
9,"[0.3247131174410256, 0.04551426067292176, 0.6297726084734615, 1.5847889762591547e-11, 1.3396744964793523e-8]"
10,"[0.10505064707915099, 0.013527196983398623, 0.8814221559374508, 1.884559557582543e-20, 6.250561663085132e-16]"
11,"[0.010960865803258184, 0.003639809388858357, 0.9853993156354189, 1.4074339090666186e-11, 9.1583837158598e-9]"
