Timestep,Probs
1,"[0.20069204152249123, 0.17301038062283727, 0.1833910034602075, 0.24221453287197217, 0.20069204152249123]"
2,"[0.19248182338991923, 0.1684208744834379, 0.18796956067541098, 0.2586466223111336, 0.19248111914009766]"
3,"[0.2940686487762028, 0.3919140738770323, 0.1107342097262486, 0.12911660999538754, 0.07416645762512872]"
4,"[0.3636360347470915, 0.4741079224947147, 0.09090905057575963, 0.044879546337821666, 0.026467445844610922]"
5,"[0.3267416611238689, 0.5292717320522259, 0.07208910200643574, 0.044008116378329055, 0.027889388439139448]"
6,"[0.37278294945945717, 0.5745624616038782, 0.027432714717372072, 0.01864147137577604, 0.006580402843516269]"
7,"[0.3645761532906289, 0.6213991999175756, 0.005707738490309191, 0.006752297334176493, 0.0015646109673097073]"
8,"[0.3617664889797724, 0.6382334528939285, 3.190897731262692e-10, 5.7807098483905947e-8, 1.0875583638081632e-13]"
9,"[0.34250226790169497, 0.6574977320983002, 1.1963280426013621e-15, 2.724969152456004e-15, 6.25306121333929e-23]"
10,"[0.2878792366370855, 0.7121207633629151, 7.597872623639394e-25, 1.5385951727354915e-23, 6.052912391303773e-36]"
11,"[0.3073174171065265, 0.6926825828918345, 1.4612927036253954e-13, 1.4772791107066343e-12, 1.6233836381391706e-14]"
12,"[0.1078466417393427, 0.8921533582606599, 1.1061214933533313e-24, 8.063762057172135e-22, 1.6859006040218794e-28]"
13,"[0.03470518519528131, 0.9652948148046991, 1.924268360767967e-14, 5.831116244751366e-16, 1.7493348734253974e-15]"
