Timestep,Probs
1,"[0.2429906542056075, 0.17133956386292837, 0.17757009345794394, 0.2149532710280374, 0.1931464174454829]"
2,"[0.07914839514020262, 0.33508826345803455, 0.09553961698578202, 0.14038213815105055, 0.34984158626492956]"
3,"[0.014411367114628825, 0.19833519663744123, 0.06053567792038512, 0.15211358229544628, 0.5746041760320969]"
4,"[0.006402894155970714, 0.06146839439334462, 0.017404787212044224, 0.04487137145626686, 0.8698525527823742]"
5,"[0.03125570767646153, 0.03763977861195221, 0.012906871065830985, 0.04737294291993998, 0.8708246997258152]"
6,"[0.1420865104946507, 0.02894864799185868, 0.023536533976310527, 0.06518923220636923, 0.7402390753308137]"
7,"[0.05021923286163894, 0.01104580599556094, 0.047375604827736284, 0.0681299573501535, 0.8232293989649097]"
8,"[0.07278946315538354, 0.008129091881929534, 0.09962441402894077, 0.044921440791283164, 0.7745355901424635]"
9,"[0.08229125287778544, 0.0077766856110815285, 0.09909521734503418, 0.0667629325016125, 0.7440739116644871]"
10,"[0.07494405369025284, 0.008093295528613043, 0.07672514190351387, 0.06352832729884497, 0.7767091815787721]"
11,"[0.04452600933464407, 6.499281991627075e-7, 0.04289153809943889, 0.04046389698609257, 0.8721179056516243]"
12,"[0.05913178771206607, 1.868799146326821e-12, 0.022956420999043402, 0.013182271936820452, 0.9047295193501974]"
13,"[0.009608613009866197, 5.258714733817342e-22, 0.0032385803955825316, 0.0033503446726973625, 0.9838024619218516]"
14,"[0.0006295694751868073, 3.217907469362446e-34, 0.0006294369878593268, 0.0007189395098593273, 0.9980220540270932]"
15,"[6.923384013976349e-9, 1.186936109716387e-14, 4.54236380458312e-6, 8.75973323801294e-12, 0.9999954507040449]"
