Timestep,Probs
1,"[0.333333333333333, 0.333333333333333, 0.333333333333333]"
2,"[0.5263157894736804, 0.47368421052631293, 6.665350288996852e-15]"
3,"[0.5263157894736838, 0.4736842105263154, 1.2029966719571812e-49]"
4,"[0.5263157894736838, 0.4736842105263154, 3.918747863184281e-119]"
5,"[0.5263157894736838, 0.4736842105263154, 2.917751114890231e-237]"
6,"[0.5319148936170217, 0.46808510638297934, 0.0]"
7,"[0.5376344086021502, 0.4623655913978492, 0.0]"
8,"[0.6621621445502849, 0.3378378554497157, 0.0]"
9,"[0.6712328767123295, 0.32876712328767144, 0.0]"
10,"[3.063456480631854e-7, 0.9999996936543516, 0.0]"
11,"[1.634485324442761e-22, 1.0000000000000016, 7.261510703000597e-53]"
12,"[8.982690324247552e-60, 1.0000000000000033, 4.1732808881906393e-103]"
13,"[8.059148331232966e-97, 0.9999999999999982, 1.037177617347654e-142]"
14,"[1.0120073500778231e-132, 1.0000000000000018, 1.6493933248728663e-192]"
15,"[1.9234734249184103e-42, 1.0000000000000013, 3.084887626564947e-70]"
16,"[1.2735928282681286e-106, 1.0000000000000016, 3.275947409801442e-162]"
17,"[4.53694970809682e-202, 0.9999999999999974, 1.8716448333669754e-285]"
18,"[6.656076743840481e-308, 1.0000000000000002, 0.0]"
19,"[0.0, 0.9999999999999993, 0.0]"
20,"[0.0, 0.9999999999999993, 0.0]"
21,"[0.0, 0.9999999999999993, 0.0]"
22,"[0.0, 0.9999999999999993, 0.0]"
23,"[0.0, 0.9999999999999993, 0.0]"
24,"[0.0, 0.9999999999999993, 0.0]"
25,"[0.0, 0.9999999999999993, 0.0]"
26,"[0.0, 0.9999999999999993, 0.0]"
27,"[0.0, 0.9999999999999993, 0.0]"
28,"[0.0, 0.9999999999999993, 0.0]"
29,"[0.0, 0.9999999999999993, 0.0]"
30,"[0.0, 0.9999999999999993, 0.0]"
