Timestep,Probs
1,"[0.20935960591132985, 0.19704433497536927, 0.18965517241379293, 0.23891625615763523, 0.16502463054187178]"
2,"[0.34097389751586304, 0.24613163278067654, 0.25558733510226, 0.1358168180990753, 0.02149031650212583]"
3,"[0.07638854528074424, 0.763991967347359, 0.06062102437394138, 0.08601620848867104, 0.012982254509284091]"
4,"[0.35585583072842303, 0.2523402501364402, 0.06326580831207125, 0.27965286571115844, 0.04888524511190758]"
5,"[0.6879557843932104, 0.057425293079899194, 0.15063487328754957, 0.05866176122770526, 0.04532228801163756]"
6,"[0.7355407352805398, 0.01215838242094017, 0.16310106499184482, 0.049167559956389266, 0.040032257350287086]"
7,"[0.6594105089880112, 0.011597269283208367, 0.16330669640891635, 0.03722351076697359, 0.1284620145528904]"
8,"[0.7847741900232915, 0.00375551752598655, 0.1990169649175057, 0.002964378397237417, 0.009488949135981153]"
9,"[0.7968148840531534, 0.0007400965811007072, 0.2016487231098486, 0.00018160297175106685, 0.0006146932841482423]"
10,"[0.16779945900610177, 0.00024252364608676912, 0.831733281964342, 4.6364714518544665e-5, 0.00017837066895188639]"
11,"[0.0009094280714290171, 0.0006033991311143653, 0.994565004185038, 0.00045294437905313994, 0.0034692242333594194]"
