Timestep,Probs
1,"[0.3249999999999999, 0.3249999999999999, 0.3499999999999998]"
2,"[0.32866995071949656, 0.3146891860737946, 0.3566408632067082]"
3,"[0.3669650770868277, 0.31192739698021654, 0.3211075259329551]"
4,"[0.531412167438737, 0.04000328937669352, 0.4285845431845702]"
5,"[0.6013017729390896, 0.005430831097687369, 0.3932673959632238]"
6,"[0.6217544295297989, 0.013944560386021893, 0.36430101008417887]"
7,"[0.6001301725237289, 0.015968758326332644, 0.3839010691499371]"
8,"[0.5983123562223648, 0.01952980298408587, 0.38215784079354975]"
9,"[0.6001205417910223, 0.022182037914740077, 0.3776974202942363]"
10,"[0.5843840243443322, 0.025909994856724516, 0.38970598079894403]"
