Timestep,Probs
1,"[0.15659340659340654, 0.15109890109890106, 0.24725274725274687, 0.23626373626373592, 0.20879120879120855]"
2,"[0.20334788085395084, 0.20148762361937367, 0.05021770146449489, 0.2926223631921099, 0.2523244308700701]"
3,"[0.1188028794402075, 0.1112883286597757, 0.04873493741603964, 0.5756499939753414, 0.1455238605086358]"
4,"[0.12596436177951884, 0.09300552904597502, 0.042845608629978674, 0.6235754067639391, 0.11460909378058777]"
5,"[0.38978651090801464, 0.29319680770044304, 0.033724580514887435, 0.23842827616390008, 0.044863824712755296]"
6,"[0.5648198055814825, 0.4013173225823776, 0.026842245549390967, 0.0053679815035965394, 0.0016526447831521883]"
7,"[0.5912032706758201, 0.3932915607803847, 0.008823297193550253, 0.004285560901477948, 0.002396310448765196]"
8,"[0.6070559231981868, 0.38602548941993026, 0.006226734500767867, 5.280555741077722e-8, 0.0006918000755597429]"
9,"[0.6309777775810278, 0.36845358701455355, 0.0005117094807113489, 1.630631626240614e-14, 5.692592369361337e-5]"
10,"[0.6300077830554905, 0.3699129318621654, 7.135656068575536e-5, 5.2895845456330274e-23, 7.928521659216276e-6]"
11,"[0.6034917399153178, 0.39650694466534603, 1.8019443400234204e-9, 2.5100761209723688e-33, 1.3136173933609924e-6]"
12,"[0.9359545994137103, 0.0640454005394544, 3.410910039567264e-11, 1.570198255684235e-13, 1.2565374219793802e-11]"
13,"[0.9920219941319343, 0.007978005868067514, 3.3295852977440108e-18, 6.961320870943216e-25, 4.566696202247277e-21]"
