Timestep,Probs
1,"[0.33333333333333315, 0.33333333333333315, 0.33333333333333315]"
2,"[0.3296101949202557, 0.3351949025398725, 0.3351949025398725]"
3,"[0.3296089389689525, 0.3351955305155231, 0.3351955305155231]"
4,"[0.32960893854762774, 0.33519553072618663, 0.33519553072618663]"
5,"[0.32960893854748585, 0.33519553072625674, 0.33519553072625674]"
6,"[0.3314606739477468, 0.33146067457996686, 0.3370786514722849]"
7,"[0.33146067415730385, 0.33146067415730385, 0.33707865168539375]"
8,"[0.33146067415730385, 0.33146067415730385, 0.33707865168539375]"
9,"[0.33146067415730385, 0.33146067415730385, 0.33707865168539375]"
10,"[0.3374233119346651, 0.3435582812174627, 0.3190184068478719]"
11,"[0.33950617283950657, 0.3395061728395066, 0.32098765432098797]"
12,"[0.33950617283950657, 0.33950617283950657, 0.32098765432098797]"
13,"[0.33950617283950657, 0.33950617283950657, 0.32098765432098797]"
14,"[0.33950617283950657, 0.33950617283950657, 0.32098765432098797]"
15,"[0.33950617283950657, 0.33950617283950657, 0.32098765432098797]"
16,"[0.33950617283950657, 0.33950617283950657, 0.32098765432098797]"
17,"[0.5785085528746838, 0.24241722845315308, 0.1790742186721626]"
18,"[0.7638853034977771, 0.1805593813835337, 0.0555553151186899]"
19,"[0.7746442272649544, 0.1690180107521388, 0.05633776198290585]"
20,"[0.7970936986913947, 0.15942360146822163, 0.0434826998403824]"
21,"[0.7971014492744883, 0.15942028985544496, 0.043478260870064706]"
22,"[0.8088235294117662, 0.14705882352941202, 0.04411764705882355]"
23,"[0.8088235294117662, 0.14705882352941183, 0.04411764705882355]"
