Timestep,Probs
1,"[0.2029520295202954, 0.18819188191881936, 0.23247232472324747, 0.18081180811808134, 0.19557195571955738]"
2,"[0.271929500870157, 0.2127195055909633, 0.2565787044846916, 0.19298245114962287, 0.06578983790456473]"
3,"[0.14728825806708362, 0.523003636271427, 0.16495340366845543, 0.13231977950175225, 0.03243492249128237]"
4,"[0.2847566537113247, 0.23048856641686388, 0.38000765299372324, 0.08078769878408662, 0.023959428094001707]"
5,"[0.3619025622896853, 0.11304425458749504, 0.4830773855791379, 0.03772861469176772, 0.0042471828519141126]"
6,"[0.297203858773029, 0.06526806844301553, 0.6072247659251532, 0.027972314115229543, 0.0023309927435724606]"
7,"[0.10587655846932303, 0.031856171955470435, 0.8558339001894684, 0.006433353276404081, 1.6109334793538912e-8]"
8,"[0.11367702283383437, 0.03696912714736472, 0.8475054936843895, 0.00184835633441137, 1.0959763827283649e-18]"
9,"[0.06772600271126784, 0.03144272317707584, 0.8996145188425739, 0.0012167552647331153, 4.34984330316139e-12]"
10,"[0.014627500767664454, 0.02984008734953166, 0.9549234314980634, 0.0006089803847438265, 1.2094469763965248e-22]"
11,"[0.0035928925503674663, 0.0335659243511382, 0.9628411769538735, 6.132222962984771e-9, 1.2397100404915518e-11]"
